"Annot","Term","Annotated","Significant","Pvalue","Padj","GeneID"
"04974","Protein digestion and absorption",108,2,0.00739652463464128,0.251481837577804,"Col14a1,Col1a1"
"04514","Cell adhesion molecule (CAM) interaction",181,2,0.0198322884557302,0.306581951744237,"Mag,Sdc3"
"04820","Cytoskeleton in muscle cells",233,2,0.0317510830437831,0.306581951744237,"Col1a1,Sdc3"
