"Mouse_Symbol","Mouse_log2FC","Mouse_padj","Human_Symbol","Human_log2FC","Human_padj","Mouse_direction","Human_direction","concordance"
"Anxa3",-0.159822231703597,0.0290869089843829,"ANXA3",1.50257605396623,3.2527132515507e-05,"Down","Up","Discordant"
"Mal",-0.0636665048483436,0.0298846215508418,"MAL",1.03220087595097,0.00607270508940302,"Down","Up","Discordant"
"Slirp",-0.124326743904752,0.0316083619869112,"SLIRP",0.714365220464548,0.000425917412269313,"Down","Up","Discordant"
"Sat1",-0.102032720418697,0.0335085403792976,"SAT1",2.34706841725612,2.77050101376468e-11,"Down","Up","Discordant"
"Jdp2",-0.11063751205229,0.0353813451544342,"JDP2",0.664047483950126,0.00296457109290432,"Down","Up","Discordant"
"Pag1",-0.121428919778256,0.0359950355699065,"PAG1",1.1397684727112,0.00114349515640673,"Down","Up","Discordant"
"Lgals8",-0.137809520424199,0.0376924944831752,"LGALS8",0.683936139273728,0.00211865303513184,"Down","Up","Discordant"
"Nadk",-0.111744585727133,0.0426146415935008,"NADK",1.23811804620501,0.000190527645999028,"Down","Up","Discordant"
"Ifrd1",-0.155579655342211,0.0433069187249191,"IFRD1",2.06944821643106,5.83681533788723e-09,"Down","Up","Discordant"
"Rap1gap",-0.00957442781225959,0.0441046386845103,"RAP1GAP",0.761753912731507,0.0123053059106887,"Down","Up","Discordant"
"Stoml1",-0.0870179961351978,0.0442325404704779,"STOML1",0.364283120647961,0.015457938711424,"Down","Up","Discordant"
"Mbd2",-0.0532739672410518,0.0444763510355144,"MBD2",0.499602506965257,0.0099412008326355,"Down","Up","Discordant"
