"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Genetic Information Processing","Folding, sorting and degradation","mmu04141","Protein processing in endoplasmic reticulum","67/1077","177/10644",0.378531073446328,3.74102576208237,12.337882621734,3.67333986030677e-23,1.25260889236461e-20,6.65067848392384e-21,"15481/56550/12955/22027/14828/18453/15516/22433/67075/12317/71853/12304/105245/14827/103963/13135/107513/69038/269523/72265/20014/23802/12330/67819/13200/69276/20224/67437/20338/64209/216440/27061/56445/54609/56812/227619/116891/66256/56453/81910/54197/12282/68292/77371/99683/14376/80286/66890/66530/230815/18024/67397/19089/26965/140740/20334/69162/109815/66753/81500/19358/12334/94232/18415/70361/56709/17156",67
"Cellular Processes","Transport and catabolism","mmu04142","Lysosome","48/1077","136/10644",0.352941176470588,3.48812059642799,9.79789642533992,1.59604997964828e-15,2.72126521530031e-13,1.44484524473423e-13,"16783/54411/18145/13030/19156/14667/12512/13033/67963/74325/11886/16784/17775/17113/20661/11305/14387/67300/432486/53599/64138/12492/20597/19025/83429/11984/214505/17939/12751/15931/75612/114128/235380/13039/11972/19063/240283/11975/12752/71665/18174/11765/12757/114143/104082/13032/16889/52120",48
"Human Diseases","Neurodegenerative disease","mmu05010","Alzheimer disease","87/1077","389/10644",0.223650385604113,2.21033862987018,8.15954343785779,4.04253618551549e-13,4.59501613086928e-11,2.43970604880233e-11,"18708/22142/11820/15925/22433/67184/226548/20168/22154/30791/17709/17710/11938/17711/68585/56175/66340/12861/12315/17705/22151/73710/17991/12313/17463/16653/26445/17716/12868/67264/66142/11816/227613/68202/17706/67089/66594/11487/23797/16337/68342/11785/17708/19164/66416/16971/15461/56637/67130/78330/19697/16440/11651/19184/106947/59287/23821/12867/19182/110157/66916/93687/20617/68427/72900/22334/11491/26441/18174/26396/226646/19055/69077/66945/14682/22273/18033/19173/66091/12387/29869/227059/12334/23996/11739/16573/12015",87
"Human Diseases","Neurodegenerative disease","mmu05012","Parkinson disease","65/1077","274/10644",0.237226277372263,2.34450928166236,7.56487408340114,2.91621952151585e-11,2.48607714209227e-09,1.31997304658086e-09,"12048/22142/14828/22433/67184/22154/30791/17709/17710/17711/12861/12315/17705/22151/73710/14678/17991/12313/17463/26445/17716/12868/57320/14683/67264/66142/227613/68202/17706/67089/66594/68342/12325/17708/66416/67130/78330/18024/16440/19184/106947/12867/22201/19182/66916/20617/68427/72900/22334/14679/26441/18174/226646/66725/69077/66945/22273/68943/19173/66091/227059/12323/23996/11739/16573",65
"Human Diseases","Neurodegenerative disease","mmu05022","Pathways of neurodegeneration - multiple diseases","94/1077","481/10644",0.195426195426195,1.93139872248507,7.01373267689076,1.51625915265327e-10,1.03408874210953e-08,5.49045419487078e-09,"233908/19122/12048/22142/14828/11820/22433/67184/22154/17709/19324/17710/11938/269523/67443/17711/18750/12861/12315/67819/17705/22151/73710/17991/12313/17463/16653/12359/26445/17716/12868/57320/67264/66142/227613/68202/17706/67089/54130/66594/19353/68342/18412/12325/17708/19164/66416/15461/59288/67665/56637/67130/71648/78330/20239/19697/16440/19184/226977/12867/22201/19182/110157/66916/93687/20617/72900/22334/26441/26396/226646/66725/19055/69077/66945/53623/14682/22273/18033/68943/19173/230908/66091/12387/29869/12323/69654/271457/12334/23996/11739/16573/12015/66734",94
"Human Diseases","Infectious disease: bacterial","mmu05132","Salmonella infection","59/1077","253/10644",0.233201581027668,2.30473317405617,7.04701650688669,5.00802338652306e-10,2.84622662467394e-08,1.51119302189819e-08,"22142/18035/22027/15516/11465/67771/68652/11848/22154/67068/17113/20194/20430/22151/73710/50884/107607/18643/19349/19878/13427/227613/12540/54130/68724/19344/19157/23797/19353/12306/622434/56443/11852/15461/101314/59288/67665/16649/56455/13424/98932/19697/11651/11867/226977/67166/110157/19345/213575/20336/26396/235406/18033/73178/12387/69654/271457/68097/16573",59
"Human Diseases","Neurodegenerative disease","mmu05020","Prion disease","60/1077","273/10644",0.21978021978022,2.17208974869142,6.58239393225054,4.11361247151378e-09,2.00391693255171e-07,1.06397194751935e-07,"19122/15481/18708/22142/17970/14828/12390/67184/22154/17709/17710/208647/17711/12861/17705/22151/73710/17991/17463/26445/17716/12868/67264/66142/227613/68202/17706/67089/66594/19353/68342/17708/66416/226519/18128/56637/67130/12389/78330/16440/19184/12867/19182/12912/66916/17967/72900/22334/26441/226646/19055/69077/66945/22273/19173/66091/23996/11739/16573/12015",60
"Human Diseases","Neurodegenerative disease","mmu05014","Amyotrophic lateral sclerosis","75/1077","376/10644",0.199468085106383,1.9713447519706,6.43393081113115,4.72729498380995e-09,2.01500948684899e-07,1.06986149633594e-07,"233908/12048/22142/14828/11465/22433/67184/22154/17709/19324/17710/269523/67443/17711/12861/67819/17705/22151/73710/17991/17184/17463/12359/26445/17716/12868/19386/18643/67264/66142/227613/68202/17706/54609/67089/54130/66594/19353/11750/68342/18412/17708/108989/66416/59288/67665/67130/71648/78330/20239/16440/19184/226977/12867/19182/66916/72900/26441/226646/19055/69077/66945/22273/68943/19173/230908/66091/29869/69654/271457/94232/23996/16573/12015/66734",75
"Human Diseases","Cancer: overview","mmu05205","Proteoglycans in cancer","49/1077","204/10644",0.240196078431373,2.37385985034682,6.64751402107391,5.34914230924279e-09,2.02673058605755e-07,1.07608476864299e-07,"13207/18708/21859/16412/12390/11465/12512/11848/66911/15200/12843/12842/16410/19046/18750/12575/69253/20971/16653/19878/12540/14182/69632/12402/23797/19353/12325/13039/15461/12389/13043/16440/11651/14083/110157/20848/19877/17698/26396/21844/13712/75705/16419/12387/19247/17246/12323/329251/14388",49
"Human Diseases","Cancer: specific types","mmu05211","Renal cell carcinoma","25/1077","70/10644",0.357142857142857,3.52964584162356,7.1242817337825,7.50814836959999e-09,2.5602785940336e-07,1.35937002060126e-07,"18708/20525/12575/67673/16653/12540/23797/19353/224105/11863/15461/21802/11651/112405/112406/110157/26396/12914/19247/216805/109905/94315/215449/12015/14388",25
