"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Genetic Information Processing","Folding, sorting and degradation","mmu04141","Protein processing in endoplasmic reticulum","64/982","177/10644",0.361581920903955,3.9192239980669,12.4852487678881,4.20415149636506e-23,1.42520735726776e-20,8.23128608762002e-21,"56550/22027/14828/18453/15516/22433/67075/12317/71853/12304/105245/14827/103963/13135/107513/69038/269523/72265/20014/23802/12330/67819/13200/69276/20224/67437/20338/64209/216440/27061/56445/54609/56812/227619/116891/66256/56453/81910/54197/12282/68292/77371/99683/14376/80286/66890/66530/18024/67397/19089/26965/140740/20334/69162/109815/66753/81500/19358/12334/94232/18415/70361/56709/17156",64
"Cellular Processes","Transport and catabolism","mmu04142","Lysosome","47/982","136/10644",0.345588235294118,3.74586677848329,10.2740847349066,2.22243315364609e-16,3.76702419543013e-14,2.17564508725354e-14,"16783/54411/18145/13030/19156/14667/12512/13033/67963/74325/11886/16784/17775/17113/20661/11305/14387/67300/432486/53599/64138/12492/20597/19025/83429/11984/214505/17939/12751/15931/75612/114128/235380/13039/11972/19063/240283/11975/12752/71665/18174/11765/12757/104082/13032/16889/52120",47
"Human Diseases","Neurodegenerative disease","mmu05010","Alzheimer disease","83/982","389/10644",0.213367609254499,2.31271367912921,8.40874606653563,1.36329389491748e-13,1.54052210125676e-11,8.89728647209305e-12,"18708/22142/11820/15925/22433/67184/226548/20168/22154/17709/17710/11938/17711/68585/56175/66340/12861/12315/17705/73710/17991/12313/17463/16653/26445/17716/12868/67264/66142/11816/68202/17706/67089/66594/11487/23797/16337/68342/11785/17708/19164/66416/16971/15461/56637/67130/78330/19697/16440/11651/19184/106947/59287/23821/12867/19182/110157/66916/93687/20617/68427/72900/22334/11491/26441/18174/26396/226646/19055/69077/66945/14682/22273/19173/66091/12387/29869/227059/12334/23996/11739/16573/12015",83
"Human Diseases","Neurodegenerative disease","mmu05022","Pathways of neurodegeneration - multiple diseases","88/982","481/10644",0.182952182952183,1.98303771419861,7.03373518845855,1.72741782950938e-10,1.4639866105092e-08,8.45525569180905e-09,"233908/19122/12048/22142/14828/11820/22433/67184/22154/17709/19324/17710/11938/269523/67443/17711/18750/12861/12315/67819/17705/73710/17991/12313/17463/16653/12359/26445/17716/12868/57320/67264/66142/68202/17706/67089/54130/66594/19353/68342/18412/12325/17708/19164/66416/15461/59288/67665/56637/67130/71648/78330/20239/19697/16440/19184/226977/12867/22201/19182/110157/66916/93687/20617/72900/22334/26441/26396/226646/19055/69077/66945/53623/14682/22273/68943/19173/230908/66091/12387/29869/69654/12334/23996/11739/16573/12015/66734",88
"Human Diseases","Neurodegenerative disease","mmu05012","Parkinson disease","59/982","274/10644",0.215328467153285,2.33396762156778,7.13157493642737,3.66140594558789e-10,2.48243323110859e-08,1.43372948606178e-08,"12048/22142/14828/22433/67184/22154/17709/17710/17711/12861/12315/17705/73710/14678/17991/12313/17463/26445/17716/12868/57320/14683/67264/66142/68202/17706/67089/66594/68342/12325/17708/66416/67130/78330/18024/16440/19184/106947/12867/22201/19182/66916/20617/68427/72900/22334/26441/18174/226646/69077/66945/22273/68943/19173/66091/227059/23996/11739/16573",59
"Human Diseases","Neurodegenerative disease","mmu05014","Amyotrophic lateral sclerosis","72/982","376/10644",0.191489361702128,2.07557308142306,6.76932203839874,1.12173007417327e-09,6.33777491907899e-08,3.66038234730226e-08,"233908/12048/22142/14828/11465/22433/67184/22154/17709/19324/17710/269523/67443/17711/12861/67819/17705/73710/17991/17184/17463/12359/26445/17716/12868/19386/18643/67264/66142/68202/17706/54609/67089/54130/66594/19353/11750/68342/18412/17708/108989/66416/59288/67665/67130/71648/78330/20239/16440/19184/226977/12867/19182/66916/72900/26441/226646/19055/69077/66945/22273/68943/19173/230908/66091/29869/69654/94232/23996/16573/12015/66734",72
"Metabolism","Energy metabolism","mmu00190","Oxidative phosphorylation","36/982","141/10644",0.25531914893617,2.76743077523075,6.73518524077598,1.0402126450008e-08,4.88407858563803e-07,2.82079992836104e-07,"54411/67184/11974/17709/17710/17711/12861/76252/17705/17991/66290/17716/12868/67264/66142/68202/17706/11984/66594/68342/17708/66416/11972/67130/78330/11973/11975/12867/66916/72900/226646/66945/22273/66091/12856/73834",36
"Cellular Processes","Transport and catabolism","mmu04140","Autophagy - animal","40/982","167/10644",0.239520958083832,2.59619254362965,6.62795116329397,1.15258491696473e-08,4.88407858563803e-07,2.82079992836104e-07,"12048/74747/18708/16783/13030/13033/16784/19324/67443/16653/93739/72145/19349/19053/22320/54673/23797/19052/18412/13039/15461/66615/22084/71648/52440/11651/12211/110157/67605/26396/15289/19338/20869/67841/29869/17966/19744/53331/12015/66734",40
"Human Diseases","Neurodegenerative disease","mmu05020","Prion disease","55/982","273/10644",0.201465201465201,2.18370224480204,6.31637252834295,1.78607384854595e-08,6.72754482952308e-07,3.88549398631049e-07,"19122/18708/22142/14828/12390/67184/22154/17709/17710/208647/17711/12861/17705/73710/17991/17463/26445/17716/12868/67264/66142/68202/17706/67089/66594/19353/68342/17708/66416/226519/18128/56637/67130/78330/16440/19184/12867/19182/12912/66916/17967/72900/22334/26441/226646/19055/69077/66945/22273/19173/66091/23996/11739/16573/12015",55
"Human Diseases","Infectious disease: bacterial","mmu05132","Salmonella infection","52/982","253/10644",0.205533596837945,2.22780000483002,6.30105800137043,2.19366207544749e-08,7.43651443576698e-07,4.29495943192877e-07,"22142/22027/15516/11465/67771/68652/11848/22154/67068/17113/20194/20430/73710/50884/107607/18643/19349/19878/13427/12540/54130/68724/19344/19157/23797/19353/12306/56443/15461/101314/59288/67665/16649/56455/13424/98932/19697/11651/11867/226977/67166/110157/19345/213575/20336/26396/235406/73178/12387/69654/68097/16573",52
