"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Immune system","mmu04659","Th17 cell differentiation","19/616","105/10644",0.180952380952381,3.12671614100186,5.42774828776085,7.84877348689866e-06,0.000233322630019624,0.000180258912617768,"16193/18019/22637/16818/14462/16185/18036/15980/16176/12675/16190/15001/15000/18761/15251/29857/16177/12503/12502",19
"Human Diseases","Cancer: overview","mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","17/616","88/10644",0.193181818181818,3.33803128689492,5.45829731712142,9.51545566744828e-06,0.000259296166937966,0.000200325382472595,"381319/24088/18019/22637/16818/60533/26397/18036/15980/21898/12675/18761/15251/53314/29857/12503/12502",17
"Human Diseases","Infectious disease: viral","mmu05169","Epstein-Barr virus infection","30/616","229/10644",0.131004366812227,2.26365337719049,4.79105648329147,2.17104289307196e-05,0.000546100789257333,0.000421903072337872,"15894/17873/17869/16193/12427/13197/13063/21929/27401/24088/54123/21354/17096/12566/17060/19698/18034/56489/26397/18036/14128/12675/15001/15000/13557/29857/12503/12502/14991/23882",30
"Environmental Information Processing","Signaling molecules and interaction","mmu04061","Viral protein interaction with cytokine and cytokine receptor","17/616","95/10644",0.178947368421053,3.09207108680793,5.07630629097151,2.72400449525764e-05,0.000636249621392321,0.000491549683354763,"12765/227288/14825/16193/20293/12771/20310/16174/16182/56744/12767/58181/20297/16185/20311/50930/21938",17
"Human Diseases","Immune disease","mmu05323","Rheumatoid arthritis","16/616","87/10644",0.183908045977011,3.17778772951187,5.05498808826962,3.29237680298309e-05,0.000683063885953477,0.000527717149939915,"14825/15894/16193/20293/20310/24088/17392/22339/20297/21898/16176/16175/15001/15000/20311/16156",16
"Human Diseases","Infectious disease: bacterial","mmu05135","Yersinia infection","21/616","136/10644",0.154411764705882,2.66811497326203,4.852333333694,3.34220861628613e-05,0.000683063885953477,0.000527717149939915,"16193/54483/20293/216799/18019/74192/268973/22637/16818/20111/22376/26397/21898/16176/16402/12675/29857/14131/19354/56212/16822",21
"Organismal Systems","Immune system","mmu04658","Th1 and Th2 cell differentiation","16/616","88/10644",0.181818181818182,3.14167650531287,4.99989336696014,3.81256152214717e-05,0.000733357422201249,0.000566572610102366,"18019/22637/16818/16162/14462/16185/18036/15980/12675/16190/15001/15000/18761/29857/12503/12502",16
"Human Diseases","Immune disease","mmu05321","Inflammatory bowel disease","13/616","62/10644",0.209677419354839,3.62306242144952,5.13376300885203,4.31182612985556e-05,0.000783315080257093,0.00060516857962885,"16193/16174/16182/24088/16162/14462/15980/21898/16176/16175/16190/15001/15000",13
"Organismal Systems","Immune system","mmu04621","NOD-like receptor signaling pathway","28/616","220/10644",0.127272727272727,2.19917355371901,4.45442248362971,6.8354664993793e-05,0.00117641976068265,0.000908870891884228,"14825/16193/101613/59027/54483/20293/378425/20310/21929/216799/12796/54123/55991/11796/268973/192656/56489/106512/12363/28240/18036/21898/16176/12675/29857/22166/15951/383619",28
"Human Diseases","Cancer: overview","mmu05202","Transcriptional misregulation in cancer","28/616","226/10644",0.123893805309735,2.1407884151247,4.29617901807801,0.000109837692920883,0.00179584627925643,0.00138742348952694,"16178/17873/17869/16193/17349/12044/12427/13197/18124/12608/212980/80859/15405/19696/12395/11796/17392/18791/15395/20471/16185/15396/20375/58208/16000/18792/17523/23882",28
"Human Diseases","Cardiovascular disease","mmu05417","Lipid and atherosclerosis","27/616","217/10644",0.124423963133641,2.1499491292118,4.24173988984951,0.000134972892452667,0.00201580297464103,0.00155735623342619,"14825/15894/20339/16193/20293/20310/13063/17969/216799/24088/54123/18019/16835/17096/17392/15510/56489/13665/26397/78943/21898/16176/12675/29857/17972/238055/21947",27
"Organismal Systems","Immune system","mmu04062","Chemokine signaling pathway","25/616","194/10644",0.128865979381443,2.22670370866247,4.27363691955827,0.000135619771994198,0.00201580297464103,0.00155735623342619,"12765/227288/14825/20293/12771/14191/20310/17969/56744/17096/104709/14707/277360/12767/15162/22376/20297/18036/12675/320207/20311/14695/19354/271849/18751",25
"Human Diseases","Infectious disease: viral","mmu05164","Influenza A","23/616","174/10644",0.132183908045977,2.28403493058665,4.2324647146516,0.000169896234501382,0.00241548124704139,0.00186613712953463,"15894/16193/12702/20293/12265/13063/216799/54123/81489/56488/56489/13665/18036/15980/21898/16176/16175/12675/16647/269966/15001/15000/18751",23
"Human Diseases","Infectious disease: viral","mmu05167","Kaposi sarcoma-associated herpesvirus infection","27/616","224/10644",0.120535714285714,2.08276321892393,4.05918522151377,0.000229102271083305,0.00312151844351004,0.00241160285350848,"14825/15894/17869/16193/19225/12771/20310/13063/22695/57781/54123/18019/17096/104709/14707/277360/17164/22339/56489/15162/12675/320207/13557/15251/14695/29857/14991",27
"Environmental Information Processing","Signal transduction","mmu04010","MAPK signaling pathway","33/616","299/10644",0.110367892976589,1.90707118967989,3.94300151838681,0.000260933718848854,0.00341301304254301,0.00263680389573579,"17873/17869/13197/240672/12290/19252/13874/16002/26410/11839/233046/19417/19698/17164/26411/18034/20111/22339/26397/16176/16175/12675/12531/16000/29857/16177/19354/26404/13640/58231/18751/14256/23882",33
"Organismal Systems","Immune system","mmu04610","Complement and coagulation cascades","15/616","94/10644",0.159574468085106,2.75732246476927,4.24135263752616,0.000301484148461211,0.00352090416238629,0.0027201577304771,"18793/21824/12273/18787/14067/20704/12274/18788/18791/12263/12630/17195/625018/12061/18792",15
"Organismal Systems","Immune system","mmu04666","Fc gamma R-mediated phagocytosis","15/616","94/10644",0.159574468085106,2.75732246476927,4.24135263752616,0.000301484148461211,0.00352090416238629,0.0027201577304771,"246256/17969/74192/17096/17357/22323/15162/22376/20698/230837/16886/14131/19354/19264/18751",15
"Human Diseases","Cancer: specific types","mmu05222","Small cell lung cancer","15/616","94/10644",0.159574468085106,2.75732246476927,4.24135263752616,0.000301484148461211,0.00352090416238629,0.0027201577304771,"17873/17869/19225/13197/13063/27401/11796/12566/12675/329581/13557/12829/66197/16780/23882",15
"Human Diseases","Endocrine and metabolic disease","mmu04930","Type II diabetes mellitus","10/616","48/10644",0.208333333333333,3.59983766233766,4.47415575989368,0.000346233990431029,0.00390408671968781,0.00301619447199445,"216233/12702/12290/15277/384783/212032/20927/16514/12703/378435",10
"Cellular Processes","Transport and catabolism","mmu04145","Phagosome","23/616","183/10644",0.12568306010929,2.17170534383649,3.96253014336756,0.000358826068014445,0.00391120414135745,0.00302169320433217,"246256/17969/24088/22042/545486/67951/21354/22145/170780/21898/18779/16402/15001/15000/22146/56644/14131/12721/17972/17195/14991/13040/17523",23
"Human Diseases","Infectious disease: viral","mmu05166","Human T-cell leukemia virus 1 infection","27/616","247/10644",0.109311740890688,1.88882170461118,3.50287250514442,0.0010685835067409,0.0112718324743315,0.00870832059822808,"16178/15894/14283/17869/16193/12427/26427/23872/22695/18019/12566/19698/231991/16818/18034/16185/19384/17702/12675/20375/15001/15000/13557/16177/12502/14991/14534",27
"Cellular Processes","Transport and catabolism","mmu04148","Efferocytosis","20/616","163/10644",0.122699386503067,2.12014978886145,3.57177232216004,0.00115144302344245,0.0117663083958026,0.0090903396587562,"19225/11846/240672/12608/12642/11847/320832/243958/192187/55991/18019/71345/17164/11689/214058/20698/18442/15251/29857/56696",20
"Metabolism","Global and overview maps","mmu01250","Biosynthesis of nucleotide sugars","8/616","38/10644",0.210526315789474,3.63773069036227,4.037027091629,0.00125181571177006,0.0124043556893579,0.00958327817623015,"107652/15277/22235/212032/14584/54342/227620/94181",8
"Metabolism","Glycan biosynthesis and metabolism","mmu00520","Amino sugar and nucleotide sugar metabolism","8/616","39/10644",0.205128205128205,3.54445554445554,3.94536383288214,0.00149647337314191,0.0141004236374734,0.0108936155576811,"107652/15277/22235/212032/14584/54342/71884/227620",8
"Human Diseases","Substance dependence","mmu05030","Cocaine addiction","9/616","48/10644",0.1875,3.2398538961039,3.85464652495367,0.00150921965538706,0.0141004236374734,0.0108936155576811,"26427/14814/13385/231991/214084/14800/12569/13489/14282",9
"Environmental Information Processing","Signal transduction","mmu04350","TGF-beta signaling pathway","15/616","112/10644",0.133928571428571,2.31418135435993,3.46516653675783,0.00194529930658972,0.0172973213993905,0.0133634544852848,"17869/12156/22042/224109/20482/68010/15216/209268/12163/21815/238057/17130/16323/269275/11479",15
"Human Diseases","Endocrine and metabolic disease","mmu04933","AGE-RAGE signaling pathway in diabetic complications","14/616","101/10644",0.138613861386139,2.3951395139514,3.49149518435214,0.00195718927149066,0.0172973213993905,0.0133634544852848,"15894/20339/16193/20293/21824/18712/18787/22339/16176/16175/11606/12829/29857/18751",14
"Human Diseases","Infectious disease: bacterial","mmu05134","Legionellosis","10/616","60/10644",0.166666666666667,2.87987012987013,3.61904331744423,0.00213559875177232,0.0183773892586723,0.0141978864383755,"14825/16193/20310/13063/24088/268973/15510/18034/21898/16176",10
"Human Diseases","Infectious disease: bacterial","mmu05150","Staphylococcus aureus infection","17/616","138/10644",0.123188405797101,2.12859966120836,3.30731823249531,0.00251718625889181,0.0207267480359862,0.0160129390910564,"246256/15894/14289/94179/14293/12273/12796/12263/19204/20345/16664/15001/15000/12630/14131/17195/625018",17
"Organismal Systems","Immune system","mmu04623","Cytosolic DNA-sensing pathway","12/616","82/10644",0.146341463414634,2.52866645549572,3.44398938977,0.0025353820227506,0.0207267480359862,0.0160129390910564,"16193/54483/216799/54123/74568/20016/56489/18036/16176/12675/15951/383619",12
"Human Diseases","Cancer: specific types","mmu05215","Prostate cancer","14/616","107/10644",0.130841121495327,2.26083262531861,3.2486734670857,0.00337563317549826,0.0269227328875105,0.0207997936359328,"16178/26427/18095/17392/12566/231991/18791/20509/12675/52466/13557/16000/23920/18792",14
"Human Diseases","Infectious disease: parasitic","mmu05146","Amoebiasis","14/616","108/10644",0.12962962962963,2.23989898989899,3.20978192770165,0.00367832311582443,0.0286383728303473,0.0221252518245078,"14825/16178/16193/11846/20723/11847/20310/24088/21898/16176/12829/16177/16780/18751",14
"Human Diseases","Immune disease","mmu05340","Primary immunodeficiency","7/616","36/10644",0.194444444444444,3.35984848484848,3.51506887548968,0.00403008241529683,0.0306473709256294,0.0236773507875456,"12265/21354/22637/17060/16818/19264/21947",7
"Environmental Information Processing","Signal transduction","mmu04068","FoxO signaling pathway","16/616","133/10644",0.120300751879699,2.07870325163558,3.1025658994988,0.00421542905462689,0.0309663067059965,0.0239237521630104,"17873/16193/13197/13611/12795/27401/12581/12566/384783/12675/16000/29857/18534/58231/216439/23882",16
"Human Diseases","Endocrine and metabolic disease","mmu04931","Insulin resistance","14/616","110/10644",0.127272727272727,2.19917355371901,3.13326373559225,0.00435010649965057,0.0309663067059965,0.0239237521630104,"16193/170826/12702/26427/384783/231991/20111/244416/14584/19246/11606/18761/18534/18751",14
"Organismal Systems","Immune system","mmu04660","T cell receptor signaling pathway","15/616","122/10644",0.122950819672131,2.12449435810092,3.09601653824245,0.00448211066974742,0.0309663067059965,0.0239237521630104,"18019/26410/22637/16818/108723/18036/12042/12675/18761/29857/19264/12503/12502/16822/21947",15
"Human Diseases","Infectious disease: bacterial","mmu05133","Pertussis","11/616","77/10644",0.142857142857143,2.46846011131725,3.20513913814022,0.00455988770651478,0.0309663067059965,0.0239237521630104,"16193/216799/16362/12263/21898/16176/16175/16402/20311/29857/625018",11
"Human Diseases","Drug resistance: antineoplastic","mmu01523","Antifolate resistance","6/616","28/10644",0.214285714285714,3.70269016697588,3.54903307569702,0.00462286404961686,0.0309663067059965,0.0239237521630104,"16193/76408/20509/16176/12675/52466",6
"Environmental Information Processing","Signal transduction","mmu04630","JAK-STAT signaling pathway","19/616","171/10644",0.111111111111111,1.91991341991342,3.00555501876144,0.00468302760790621,0.0309663067059965,0.0239237521630104,"12985/12986/17869/16193/216233/18413/12702/18712/12983/56708/16196/16162/16878/58181/16185/15980/16190/12703/16156",19
"Organismal Systems","Immune system","mmu04613","Neutrophil extracellular trap formation","22/616","209/10644",0.105263157894737,1.81886534518113,2.96315679555662,0.00473490928226247,0.0309663067059965,0.0239237521630104,"246256/18602/14289/64008/14293/12273/17969/24088/12796/70315/12363/170744/21898/20345/105675/56644/29857/14131/17972/19354/18751/17523",22
"Human Diseases","Cardiovascular disease","mmu05418","Fluid shear stress and atherosclerosis","17/616","149/10644",0.114093959731544,1.97145471977687,2.95964553115075,0.00557047106437876,0.0357165497657226,0.0275936647151889,"16178/15894/20339/20293/21824/17969/19252/63873/18791/22339/16176/16175/12675/29857/22166/16177/19354",17
"Human Diseases","Infectious disease: viral","mmu05168","Herpes simplex virus 1 infection","22/616","214/10644",0.102803738317757,1.77636849132176,2.84346481286771,0.00625161341543721,0.0393130305163071,0.030372210925201,"16193/12702/20293/13063/20383/24088/54123/21354/11796/78781/56489/13665/15980/16176/16402/12675/15001/15000/231805/50930/20815/14991",22
"Human Diseases","Infectious disease: viral","mmu05161","Hepatitis B","18/616","164/10644",0.109756097560976,1.89649984162179,2.86752177444854,0.00660571242194564,0.0407559992825703,0.0314870105514787,"17869/16193/12427/26427/13063/24088/54123/18019/12566/231991/13655/56489/26397/21898/12675/13557/29857/18751",18
"Environmental Information Processing","Signal transduction","mmu04151","PI3K-Akt signaling pathway","33/616","368/10644",0.0896739130434783,1.54949534161491,2.65883324919368,0.0080338644014245,0.0486495122086262,0.0375853305329801,"12985/12986/17869/16193/18413/26427/13874/24088/16002/11839/104709/12566/14707/231991/16196/53978/22339/16185/21898/16402/12675/16190/320207/12829/16000/14695/13640/67168/18534/16780/78134/14256/12840",33
