"Mouse_Symbol","Mouse_log2FC","Mouse_padj","Human_Symbol","Human_log2FC","Human_padj","Mouse_direction","Human_direction","concordance"
"Per1",0.644436669692743,3.32286420719384e-19,"PER1",0.614657911355589,0.030933662866666,"Up","Up","Concordant"
"Tsc22d3",0.424537133771928,0.000102103839978624,"TSC22D3",1.28403787692541,2.60544727124652e-07,"Up","Up","Concordant"
"Ip6k2",0.287734745868989,0.00382565350921635,"IP6K2",0.407793156564496,0.0357117917319335,"Up","Up","Concordant"
"Per2",0.250589191685045,0.00530652799641194,"PER2",1.01412500687374,4.10554993011023e-07,"Up","Up","Concordant"
"Sgk1",0.33869026777866,0.00710285254349295,"SGK1",2.7482021378972,6.57950120432712e-19,"Up","Up","Concordant"
"Per3",0.329024562212864,0.0172648104319626,"PER3",-0.4257381222925,0.041497444185606,"Up","Down","Discordant"
"Ctnnal1",-0.291468357338932,0.0218186476668104,"CTNNAL1",0.789409797152029,0.0109055514275373,"Down","Up","Discordant"
"Prx",-0.135832250487192,0.0385704274392868,"PRX",2.22445309625055,0.00036502813705074,"Down","Up","Discordant"
"Errfi1",0.376474191609405,0.0387895715355025,"ERRFI1",2.47246134003074,2.32068104463967e-16,"Up","Up","Concordant"
"Hspa8",0.365431461435531,0.0434367489442081,"HSPA8",1.05839121905272,0.000725689570105757,"Up","Up","Concordant"
