"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","mmu04064","NF-kappa B signaling pathway","30/680","107/10644",0.280373831775701,4.38867509620671,9.20307492570966,2.27304631985445e-12,7.50105285551969e-10,5.55101838111824e-10,"14825/15894/17873/19225/12044/13197/18035/20310/21929/11796/17096/22637/17060/19698/16818/18034/108723/21898/16176/12042/12675/18761/16177/50930/18033/18792/21947/245527/18751/23882",30
"Environmental Information Processing","Signal transduction","mmu04668","TNF signaling pathway","31/680","118/10644",0.26271186440678,4.11221335992024,8.88072274186888,6.41516433727592e-12,1.05850211565053e-09,7.83325329604217e-10,"14825/15894/20339/16193/19225/12702/18035/20293/12608/16477/26427/20310/21929/16182/16362/67457/26410/11796/12051/17392/231991/74568/16878/20297/26397/16176/12675/20311/29857/18033/21938",31
"Organismal Systems","Development and regeneration","mmu04380","Osteoclast differentiation","31/680","136/10644",0.227941176470588,3.56794982698962,7.87345925365457,3.24794547455876e-10,3.42657641987307e-08,2.53577585138932e-08,"246256/14283/18733/14284/12702/18035/232801/16477/320832/17969/18019/17060/19698/16818/18034/16478/15980/232790/16176/16175/12675/20375/29857/14131/16177/17972/18033/12703/15979/16822/14282",31
"Environmental Information Processing","Signaling molecules and interaction","mmu04060","Cytokine-cytokine receptor interaction","49/680","294/10644",0.166666666666667,2.60882352941176,7.3077137551424,4.15342596348251e-10,3.42657641987307e-08,2.53577585138932e-08,"12765/12985/227288/14825/16178/12986/16193/12156/27279/18413/20293/12771/20310/16174/16182/16181/16180/107527/56744/12983/12767/320100/56708/16196/16162/16878/58181/20297/16185/15980/12163/16176/16175/16172/16190/20311/238057/16177/16194/12803/50930/15979/16323/21938/21947/245527/269275/11479/16156",49
"Human Diseases","Infectious disease: bacterial","mmu05152","Tuberculosis","35/680","180/10644",0.194444444444444,3.04362745098039,7.22368405399279,2.31008255547961e-09,1.52465448661655e-07,1.1282929534132e-07,"246256/56619/16193/12608/12265/13063/12795/13115/24088/271457/12796/192656/170780/15510/20698/15980/21898/15526/16176/16175/18779/12042/15001/15000/56644/12323/29857/14131/12721/114143/18033/15979/108960/13040/21897",35
"Organismal Systems","Immune system","mmu04657","IL-17 signaling pathway","24/680","98/10644",0.244897959183673,3.83337334933974,7.36109778529883,7.27645719965908e-09,4.00205145981249e-07,2.9616457374051e-07,"12985/14825/14283/16193/19225/20201/18035/20293/12608/20310/21929/16819/17392/16478/74180/56489/20297/16176/16172/12675/20311/29857/18033/14282",24
"Organismal Systems","Immune system","mmu04659","Th17 cell differentiation","24/680","105/10644",0.228571428571429,3.57781512605042,6.93451900885826,3.10828056117799e-08,1.46533226455534e-06,1.08439261683202e-06,"16193/18035/16180/18019/22637/16818/14462/16185/18036/15980/16176/12675/16190/15001/15000/18761/15251/29857/16177/16194/18033/12503/15979/12502",24
"Human Diseases","Infectious disease: parasitic","mmu05140","Leishmaniasis","19/680","70/10644",0.271428571428571,4.24865546218487,7.1236512453772,4.52623265741151e-08,1.86707097118225e-06,1.38169207436772e-06,"246256/19225/18035/17969/24088/17357/18036/15980/21898/16176/16175/15001/15000/29857/14131/17972/18033/15979/18751",19
"Human Diseases","Infectious disease: parasitic","mmu05145","Toxoplasmosis","24/680","109/10644",0.220183486238532,3.44651915812196,6.70678258496713,6.6925337665075e-08,2.45392904771942e-06,1.8159857705611e-06,"18035/12265/13063/24088/11796/104709/11689/26397/18036/15980/21898/14679/12675/320207/105675/15001/15000/329581/29857/18033/12703/15979/16780/21947",24
"Organismal Systems","Immune system","mmu04625","C-type lectin receptor signaling pathway","24/680","112/10644",0.214285714285714,3.35420168067227,6.54284872933024,1.1577992597249e-07,3.82073755709218e-06,2.8274676658545e-06,"56619/16193/19225/18035/17474/216799/12795/16362/18019/12051/19698/17164/170780/18034/13655/56489/16176/12042/12675/56644/29857/56760/69810/18033",24
