"Gene"
"Cldn19"
"Cpe"
"Egr2"
"Gpm6a"
"Kcna2"
"Mbp"
"Mmp15"
"Nbl1"
"Pmp2"
"Rap1gap"
"S100b"
"Scube1"
"Sdc3"
"Slc7a2"
"Tle2"
"Tns1"
