"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","mmu04064","NF-kappa B signaling pathway","30/689","107/10644",0.280373831775701,4.33134842586438,9.11117664303715,3.18088378422341e-12,1.04969164879373e-09,7.86850199255266e-10,"14825/15894/17873/19225/12044/13197/18035/20310/21929/11796/17096/22637/17060/19698/16818/18034/108723/21898/16176/12042/12675/18761/16177/50930/18033/18792/21947/245527/18751/23882",30
"Environmental Information Processing","Signal transduction","mmu04668","TNF signaling pathway","31/689","118/10644",0.26271186440678,4.05849794592999,8.78898096373216,9.02200949384417e-12,1.48863156648429e-09,1.11588012160704e-09,"14825/15894/20339/16193/19225/12702/18035/20293/12608/16477/26427/20310/21929/16182/16362/67457/26410/11796/12051/17392/231991/74568/16878/20297/26397/16176/12675/20311/29857/18033/21938",31
"Organismal Systems","Development and regeneration","mmu04380","Osteoclast differentiation","32/689","136/10644",0.235294117647059,3.6349355417058,8.13580306513886,9.74737337937497e-11,1.07221107173125e-08,8.03730787422147e-09,"246256/14283/18733/14284/12702/18035/232801/16477/320832/17969/17970/18019/17060/19698/16818/18034/16478/15980/232790/16176/16175/12675/20375/29857/14131/16177/17972/18033/12703/15979/16822/14282",32
"Environmental Information Processing","Signaling molecules and interaction","mmu04060","Cytokine-cytokine receptor interaction","49/689","294/10644",0.166666666666667,2.57474600870827,7.20335828364147,6.51863121739428e-10,5.37787075435028e-08,4.03125877917804e-08,"12765/12985/227288/14825/16178/12986/16193/12156/27279/18413/20293/12771/20310/16174/16182/16181/16180/107527/56744/12983/12767/320100/56708/16196/16162/16878/58181/20297/16185/15980/12163/16176/16175/16172/16190/20311/238057/16177/16194/12803/50930/15979/16323/21938/21947/245527/269275/11479/16156",49
"Human Diseases","Infectious disease: bacterial","mmu05152","Tuberculosis","35/689","180/10644",0.194444444444444,3.00387034349298,7.13309511100525,3.26258283896412e-09,2.15330467371632e-07,1.61411993085593e-07,"246256/56619/16193/12608/12265/13063/12795/13115/24088/271457/12796/192656/170780/15510/20698/15980/21898/15526/16176/16175/18779/12042/15001/15000/56644/12323/29857/14131/12721/114143/18033/15979/108960/13040/21897",35
"Human Diseases","Infectious disease: parasitic","mmu05145","Toxoplasmosis","26/689","109/10644",0.238532110091743,3.68495759044487,7.41232442065963,4.1516563371033e-09,2.28341098540681e-07,1.71164778810399e-07,"18035/12265/13063/24088/16835/11796/104709/11689/26397/18036/15980/21898/14679/12675/320207/105675/15001/15000/329581/29857/18033/12703/15979/16780/21947/15481",26
"Organismal Systems","Immune system","mmu04657","IL-17 signaling pathway","24/689","98/10644",0.244897959183673,3.78330025769379,7.28199244475252,9.41206865334289e-09,3.91900398681798e-07,2.93769038884282e-07,"12985/14825/14283/16193/19225/20201/18035/20293/12608/20310/21929/16819/17392/16478/74180/56489/20297/16176/16172/12675/20311/29857/18033/14282",24
"Human Diseases","Infectious disease: parasitic","mmu05140","Leishmaniasis","20/689","70/10644",0.285714285714286,4.41385030064275,7.53867203362252,9.50061572561934e-09,3.91900398681798e-07,2.93769038884282e-07,"246256/19225/18035/17969/17970/24088/17357/18036/15980/21898/16176/16175/15001/15000/29857/14131/17972/18033/15979/18751",20
"Organismal Systems","Immune system","mmu04659","Th17 cell differentiation","24/689","105/10644",0.228571428571429,3.5310802405142,6.85680613296679,3.99663634844656e-08,1.46543332776374e-06,1.09849069226309e-06,"16193/18035/16180/18019/22637/16818/14462/16185/18036/15980/16176/12675/16190/15001/15000/18761/15251/29857/16177/16194/18033/12503/15979/12502",24
"Organismal Systems","Immune system","mmu04625","C-type lectin receptor signaling pathway","24/689","112/10644",0.214285714285714,3.31038772548206,6.46635382462568,1.47986658403974e-07,4.88355972733115e-06,3.66072260262462e-06,"56619/16193/19225/18035/17474/216799/12795/16362/18019/12051/19698/17164/170780/18034/13655/56489/16176/12042/12675/56644/29857/56760/69810/18033",24
"Human Diseases","Cancer: overview","mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","20/689","88/10644",0.227272727272727,3.51101728460219,6.22246349363973,5.95975216182779e-07,1.78792564854834e-05,1.34023134739668e-05,"18035/381319/24088/18019/22637/16818/60533/26397/18036/15980/21898/12675/18761/15251/53314/29857/18033/12503/15979/12502",20
