"Gene"
"Akr1b3"
"Cav1"
"Crip1"
"Efhd1"
"Egr2"
"Ehd2"
"Ephx1"
"Fgf1"
"Gpm6a"
"Kank4"
"Kcna2"
"Kcnk5"
"Mag"
"Metrn"
"Mmp15"
"Nbl1"
"Nkain2"
"Pmp2"
"Rgcc"
"S100b"
"Slc2a1"
"Tagln"
