"Gene"
"Adam23"
"Anapc2"
"Brd8"
"C77080"
"Caml"
"Col4a1"
"Cryzl1"
"Ctcf"
"Dusp6"
"Egr1"
"Eya4"
"Fasn"
"Fdft1"
"Fos"
"Ifit3"
"Ift172"
"Kcnh8"
"Kdm7a"
"Lsm14a"
"Mocs2"
"Nr4a1"
"Rnf141"
"Sh3bp2"
"Smtn"
"Spg11"
"Srpk1"
"Tacc1"
"Trpc4ap"
"Vps52"
"Ypel3"
"Zbtb4"
"Zfand3"
