"Mouse_Symbol","Mouse_log2FC","Mouse_padj","Human_Symbol","Human_log2FC","Human_padj","Mouse_direction","Human_direction","concordance"
"Per1",0.615145879320467,4.45909651034621e-19,"PER1",0.614657911355589,0.030933662866666,"Up","Up","Concordant"
"F3",0.668009751749827,6.13146185123246e-13,"F3",0.88253926607158,0.000328483487033753,"Up","Up","Concordant"
"Gpr37l1",0.68073133153926,2.08071889470075e-10,"GPR37L1",1.34688202118724,0.0057794070837936,"Up","Up","Concordant"
"Slc10a6",0.629989020092216,3.06586118877806e-10,"SLC10A6",3.1869288194074,3.0685341860283e-14,"Up","Up","Concordant"
"Klf9",0.566283813359149,8.09573662831244e-08,"KLF9",1.64653591947783,3.91417121914828e-16,"Up","Up","Concordant"
"Cdh19",0.280955951739409,2.82942387320201e-07,"CDH19",0.557185739341524,0.0166725875656682,"Up","Up","Concordant"
"Serpina3n",0.657410548405425,3.87455562287273e-07,"SERPINA3",4.66432566508958,8.08260913674271e-13,"Up","Up","Concordant"
"Scn7a",0.372281019484867,7.26831527976915e-07,"SCN7A",0.64136071489124,0.0249419428936365,"Up","Up","Concordant"
"Klf15",0.418021344613293,1.25697952960919e-06,"KLF15",1.48401137805783,1.67269822736748e-05,"Up","Up","Concordant"
"Sparc",0.473426446825775,3.53420506408056e-06,"SPARC",0.59245081141209,0.00477617873902357,"Up","Up","Concordant"
"Tsc22d3",0.500946639144577,4.86650636862918e-06,"TSC22D3",1.28403787692541,2.60544727124652e-07,"Up","Up","Concordant"
"Sdc4",0.554763366420269,7.42858108921058e-06,"SDC4",1.83011144151101,1.23154156422075e-06,"Up","Up","Concordant"
"Tsc22d4",0.401335483606398,1.29116806305081e-05,"TSC22D4",0.890100934935264,3.43188909345328e-06,"Up","Up","Concordant"
"Emp3",0.446664163530868,1.33554822995836e-05,"EMP3",0.833992103517948,0.00345645933226332,"Up","Up","Concordant"
"Emp1",0.41550982965097,0.000163171210947705,"EMP1",1.97830302926921,5.3396499147672e-10,"Up","Up","Concordant"
"Ube2d2a",0.39991741128349,0.000173287837164742,"UBE2D2",0.409872132377405,0.00496467521858178,"Up","Up","Concordant"
"Lpcat1",0.392017009887435,0.000233394201252845,"LPCAT1",0.971153696500821,0.00679380127745812,"Up","Up","Concordant"
"Slc43a3",0.344368416845288,0.000241860615341399,"SLC43A3",0.478130378807159,0.0439211558198067,"Up","Up","Concordant"
"Gpm6b",0.32139128876109,0.000271820718759831,"GPM6B",0.648876276531755,0.0449669920396894,"Up","Up","Concordant"
"Bcl2l1",0.410270743914389,0.000340213797798124,"BCL2L1",0.43555280611491,0.00566397624664395,"Up","Up","Concordant"
"Art3",0.290330346328221,0.000615756472248099,"ART3",0.855985414490905,0.0339782259659872,"Up","Up","Concordant"
"Ralgds",0.26943916506594,0.000712047004088485,"RALGDS",0.800620882164364,0.000117416874076248,"Up","Up","Concordant"
"Azin1",0.39540311786243,0.00296013091159182,"AZIN1",0.805594176187565,0.000395432410720482,"Up","Up","Concordant"
"Cotl1",0.403605738276431,0.004073824160964,"COTL1",1.27030970753486,0.000746981754146309,"Up","Up","Concordant"
"Mag",0.3353248048875,0.00515152091974534,"MAG",0.959534279618402,0.0432265341198442,"Up","Up","Concordant"
"Ifitm3",0.308055512603183,0.00685311102712327,"IFITM3",0.516603929078945,0.0198815537708172,"Up","Up","Concordant"
"Hsd17b11",0.270155693348459,0.00741649702074816,"HSD17B11",0.620823985371317,0.00979822705299685,"Up","Up","Concordant"
"Ddx10",0.290556408410587,0.00826005084382767,"DDX10",0.741947978134724,0.0130122542876843,"Up","Up","Concordant"
"Ece1",0.394001344993657,0.00958694466095742,"ECE1",0.587668126054445,0.0124168797593628,"Up","Up","Concordant"
"Akap12",0.398799032366768,0.0111477529885259,"AKAP12",0.914043786840669,0.000907544976357574,"Up","Up","Concordant"
"Dag1",0.357614947763409,0.0121217389266421,"DAG1",0.452299922636794,0.0319723226206573,"Up","Up","Concordant"
"Hnrnpk",0.300525819270819,0.0184219068684313,"HNRNPK",0.634743052787214,0.00156661386026881,"Up","Up","Concordant"
"Slc3a2",0.305479202814894,0.0215927370313799,"SLC3A2",0.628915890382855,0.00830149386462628,"Up","Up","Concordant"
"Gal3st1",0.297884779075785,0.0234028144996336,"GAL3ST1",0.700161020352454,0.0251923803313665,"Up","Up","Concordant"
"Met",0.296743053273008,0.0254486168380042,"MET",0.341133571628934,0.00719755418188194,"Up","Up","Concordant"
"Foxo1",0.314181260888138,0.0330011533356562,"FOXO1",0.559441153351462,0.00877175233263257,"Up","Up","Concordant"
"Celf2",0.251805568667229,0.0377844380684976,"CELF2",0.865507022130433,0.000125815935562337,"Up","Up","Concordant"
"Pdk4",0.375234704794154,0.043163417764846,"PDK4",1.05872506735345,0.00303702610350131,"Up","Up","Concordant"
"Rab2a",0.278947681843554,0.0443743693163415,"RAB2A",0.36423379308251,0.0281250069256476,"Up","Up","Concordant"
"Itm2c",0.293234664466105,0.0452616193610596,"ITM2C",1.07785970172381,0.000601421879065751,"Up","Up","Concordant"
