"Mouse_Symbol","Mouse_log2FC","Mouse_padj","Human_Symbol","Human_log2FC","Human_padj","Mouse_direction","Human_direction","concordance"
"Ermp1",-0.146390326796688,0.000135134555191941,"ERMP1",-0.44418200201875,0.0473875006045052,"Down","Down","Concordant"
"Klhdc8b",-0.16792059064542,0.001022110090105,"KLHDC8B",-0.686808814256493,0.00445133741981406,"Down","Down","Concordant"
"Paqr7",-0.153394721064284,0.00128070904785198,"PAQR7",-0.41584816805986,0.0237184135370659,"Down","Down","Concordant"
"Mxd4",-0.139516950597174,0.00191383845811896,"MXD4",-0.495833231453984,0.0196313524124304,"Down","Down","Concordant"
"Qk",0.116510527646314,0.00365129607647327,"QKI",0.627873801897697,0.00248291076654324,"Up","Up","Concordant"
"Sec14l5",0.212898898727281,0.00387323627098975,"SEC14L5",1.58327555886197,0.00068014537123565,"Up","Up","Concordant"
"Pik3ip1",-0.0998275556088908,0.0254973588058191,"PIK3IP1",-0.511772349123444,0.0460667165231695,"Down","Down","Concordant"
"Ctdsp2",-0.187097919033439,0.0296871460804801,"CTDSP2",-0.244733063780935,0.0286007764265969,"Down","Down","Concordant"
"Snx33",-0.205258727528921,0.0374912175855619,"SNX33",-0.772258120159026,0.00531976233994286,"Down","Down","Concordant"
