"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Glycan biosynthesis and metabolism","mmu00520","Amino sugar and nucleotide sugar metabolism","8/693","39/10644",0.205128205128205,3.15062715062715,3.55064601129101,0.00314175522333137,0.0178755038568854,0.0131144047434885,"107652/15277/22235/212032/14584/54342/71884/227620",8
"Organismal Systems","Endocrine system","mmu04928","Parathyroid hormone synthesis, secretion and action","16/693","116/10644",0.137931034482759,2.11852515300791,3.19644397291004,0.00337833062979419,0.0188957475903743,0.0138629089179779,"12575/240047/20393/26427/15200/13115/231991/18227/16478/18578/14462/14679/14531/216869/14674/18751",16
"Cellular Processes","Cell growth and death","mmu04218","Cellular senescence","22/693","183/10644",0.120218579234973,1.84647410876919,3.04802067051134,0.00385069958395517,0.0211788477117534,0.0155379106019244,"12575/17873/17869/16193/12427/13197/18787/15259/18019/12566/63873/17164/56484/26397/19046/16175/13557/29857/18033/14991/23882/54354",22
"Human Diseases","Endocrine and metabolic disease","mmu04936","Alcoholic liver disease","18/693","141/10644",0.127659574468085,1.96076264161371,3.03063940990523,0.00454451462762678,0.0245850791330629,0.0180369001614178,"14825/16193/18035/20310/12273/56489/56484/12263/26397/21898/16176/16172/12675/29857/72674/625018/18033/13106",18
"Environmental Information Processing","Signal transduction","mmu04350","TGF-beta signaling pathway","15/693","112/10644",0.133928571428571,2.05705009276438,2.96766202951518,0.00589180715583985,0.031359618732696,0.0230070568054867,"17869/12156/22042/224109/20482/68010/15216/209268/12163/21815/238057/17130/16323/269275/11479",15
"Human Diseases","Infectious disease: viral","mmu05162","Measles","18/693","145/10644",0.124137931034483,1.90667263770712,2.90085371045328,0.00609680339515858,0.031935636831783,0.0234296538159812,"16193/18035/13063/21929/24088/54123/12566/170780/56489/13665/16185/18036/21898/16176/16175/12675/18033/12502",18
"Human Diseases","Cancer: specific types","mmu05223","Non-small cell lung cancer","11/693","72/10644",0.152777777777778,2.34656084656085,3.02537308385841,0.00651953761313015,0.0336163658177024,0.0246627245233542,"12575/17873/13197/16574/21802/56484/13557/58231/18751/23882/54354",11
"Organismal Systems","Immune system","mmu04620","Toll-like receptor signaling pathway","14/693","104/10644",0.134615384615385,2.06759906759907,2.8871532397801,0.00732531421569261,0.0371900567873625,0.0272845711677619,"16193/18035/24088/54123/26410/56489/26397/170744/21898/16176/12675/29857/18033/21897",14
"Human Diseases","Immune disease","mmu05340","Primary immunodeficiency","7/693","36/10644",0.194444444444444,2.98653198653199,3.15061504424688,0.00764220435473379,0.0382110217736689,0.028033604491049,"12265/21354/22637/17060/16818/19264/21947",7
"Human Diseases","Infectious disease: bacterial","mmu05150","Staphylococcus aureus infection","17/693","138/10644",0.123188405797101,1.89208858774076,2.7835185110754,0.00815631193340262,0.0401728796719831,0.0294729260751391,"246256/15894/14289/94179/14293/12273/12796/12263/19204/20345/16664/15001/15000/12630/14131/17195/625018",17
"Cellular Processes","Cellular community - eukaryotes","mmu04540","Gap junction","12/693","86/10644",0.13953488372093,2.14315916641498,2.80886188611571,0.00950646849642979,0.0461343324091446,0.0338465596622113,"545486/67951/15559/22151/227613/14609/22145/14679/22146/104318/13489/18751",12
"Human Diseases","Cancer: specific types","mmu05212","Pancreatic cancer","11/693","76/10644",0.144736842105263,2.22305764411028,2.82372634275883,0.00976998687239715,0.0467260241723342,0.0342806556926216,"12575/17873/13197/21802/22339/12675/13557/19354/64143/18033/23882",11
"Organismal Systems","Sensory system","mmu04750","Inflammatory mediator regulation of TRP channels","16/693","130/10644",0.123076923076923,1.89037629037629,2.69542071573468,0.0101731956993501,0.0479593511540793,0.0351854888849704,"16180/15559/63873/14063/26397/18442/19046/16176/18761/12323/16000/29857/16177/11419/12061/18751",16
