"Mouse_Symbol","Mouse_log2FC","Mouse_padj","Human_Symbol","Human_log2FC","Human_padj","Mouse_direction","Human_direction","concordance"
"Prx",-0.189517904030103,4.14973226368165e-05,"PRX",-0.731594240711631,5.22310979613096e-32,"Down","Down","Concordant"
"Mal",-0.21614080566571,0.019776980608914,"MAL",-0.639335732859642,1.5640247384449e-20,"Down","Down","Concordant"
