"Gene"
"Apod"
"Cadm3"
"Cfap100"
"Col1a1"
"Dbn1"
"Gldn"
"Hmgcs1"
"Maged1"
"Man1a"
"Mat2a"
"Mdn1"
"Mprip"
"Myo1b"
"Nav1"
"Per1"
"Phgdh"
"Pmp22"
"Prnp"
"Samd5"
"Sema3g"
"Sparc"
"Sptbn5"
"Tada2a"
"Vit"
