"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Cellular Processes","Cell motility","mmu04820","Cytoskeleton in muscle cells","7/21","233/10644",0.0300429184549356,15.2274678111588,9.76286843321872,1.97095109215295e-07,9.65766035154948e-06,6.22405608048301e-06,"12831/12843/13138/22352/12826/53867/16403",7
"Environmental Information Processing","Signaling molecules and interaction","mmu04512","ECM-receptor interaction","5/21","89/10644",0.0561797752808989,28.4751203852327,11.5724037195383,6.68195592314563e-07,1.63707920117068e-05,1.05504567207563e-05,"16777/12843/13138/12826/16403",5
"Organismal Systems","Digestive system","mmu04974","Protein digestion and absorption","4/21","108/10644",0.037037037037037,18.7724867724868,8.2535404512452,5.25232499732784e-05,0.000857879749563547,0.000552876315508193,"12831/12843/12826/53867",4
"Human Diseases","Infectious disease: viral","mmu05165","Human papillomavirus infection","5/21","359/10644",0.0139275766016713,7.05929168324711,5.19260184265317,0.00055268902880175,0.00573204914840544,0.0036941240483816,"16777/12843/12826/54411/16403",5
"Cellular Processes","Cellular community - eukaryotes","mmu04510","Focal adhesion","4/21","202/10644",0.0198019801980198,10.036775106082,5.76521359831568,0.000584902974327086,0.00573204914840544,0.0036941240483816,"16777/12843/12826/16403",4
"Human Diseases","Cancer: specific types","mmu05222","Small cell lung cancer","3/21","94/10644",0.0319148936170213,16.1762917933131,6.57084848102265,0.000790517723684693,0.00645589474342499,0.00416061959834049,"16777/12826/16403",3
"Human Diseases","Infectious disease: parasitic","mmu05146","Amoebiasis","3/21","108/10644",0.0277777777777778,14.0793650793651,6.0740553722769,0.00118281431586599,0.00827970021106191,0.00533600443247814,"16777/12843/12826",3
"Organismal Systems","Development and regeneration","mmu04360","Axon guidance","3/21","181/10644",0.0165745856353591,8.40094711917916,4.46494962706787,0.00513372616341182,0.0258450540354464,0.016656318390191,"20356/218877/20563",3
"Environmental Information Processing","Signaling molecules and interaction","mmu04514","Cell adhesion molecule (CAM) interaction","3/21","181/10644",0.0165745856353591,8.40094711917916,4.46494962706787,0.00513372616341182,0.0258450540354464,0.016656318390191,"17528/16403/269116",3
"Environmental Information Processing","Signal transduction","mmu04151","PI3K-Akt signaling pathway","4/21","368/10644",0.0108695652173913,5.50931677018634,3.91417910219446,0.00527450082356049,0.0258450540354464,0.016656318390191,"16777/12843/12826/16403",4
