"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Lipid metabolism","mmu00100","Steroid biosynthesis","8/292","20/10644",0.4,14.5808219178082,10.2095910462802,2.75801774143884e-08,8.1085721598302e-06,6.70633787655129e-06,"14137/74754/66234/13121/235293/20775/15490/16987",8
"Environmental Information Processing","Signaling molecules and interaction","mmu04517","IgSF CAM signaling","26/292","300/10644",0.0866666666666667,3.15917808219178,6.37112549419537,1.99300049044675e-07,2.92971072095673e-05,2.42306901733263e-05,"94332/260299/235379/18858/16412/67771/22142/11820/83964/640524/20563/17136/227613/56455/13822/18761/73710/20564/11848/22330/17904/19353/14270/269116/17698/11465",26
"Cellular Processes","Cell motility","mmu04820","Cytoskeleton in muscle cells","22/292","233/10644",0.0944206008583691,3.44182491622082,6.32932772268394,4.18757324138582e-07,4.1038217765581e-05,3.39413831143903e-05,"13138/12843/16412/20970/12842/22352/640524/18073/223697/11933/16410/12827/12826/22330/13405/16400/11928/24052/16403/11465/20649/20971",22
"Cellular Processes","Cellular community - eukaryotes","mmu04510","Focal adhesion","20/292","202/10644",0.099009900990099,3.60911433609114,6.28764880796273,6.72042103805747e-07,4.87242942361143e-05,4.02982884659592e-05,"12843/16412/12842/12390/286940/18590/16410/20750/12827/12826/11848/22330/16400/19353/226519/19046/16403/18596/11465/232906",20
"Environmental Information Processing","Signaling molecules and interaction","mmu04512","ECM-receptor interaction","13/292","89/10644",0.146067415730337,5.32445744189626,6.88032316200292,8.28644459797862e-07,4.87242942361143e-05,4.02982884659592e-05,"13138/12843/16412/12842/16423/16410/20750/12827/12826/16400/226519/16403/20971",13
"Human Diseases","Cancer: overview","mmu05205","Proteoglycans in cancer","19/292","204/10644",0.0931372549019608,3.3950443190975,5.8008243311987,3.22304593040143e-06,0.00015792925058967,0.000130618177179426,"12843/16412/12842/12390/21859/13207/66911/16410/18569/11848/12512/14388/12575/19353/17532/19046/17698/11465/20971",19
"Human Diseases","Infectious disease: bacterial","mmu05100","Bacterial invasion of epithelial cells","11/292","77/10644",0.142857142857143,5.20743639921722,6.22297983640231,7.3251231129556e-06,0.000307655170744135,0.000254451644976352,"16412/67771/12390/74325/11848/22330/14388/19353/12385/11465/622434",11
"Human Diseases","Cardiovascular disease","mmu05412","Arrhythmogenic right ventricular cardiomyopathy","11/292","86/10644",0.127906976744186,4.66247212488054,5.72722242477843,2.15458871772376e-05,0.000727192449428866,0.000601437364189288,"13138/16412/11938/16410/13405/16400/24052/16403/12385/11465/20649",11
"Human Diseases","Cardiovascular disease","mmu05414","Dilated cardiomyopathy","12/292","103/10644",0.116504854368932,4.24684133528395,5.56096417322883,2.38690104704764e-05,0.000727192449428866,0.000601437364189288,"13138/16412/432530/11938/16410/14683/13405/16400/24052/16403/11465/20649",12
"Cellular Processes","Cell motility","mmu04810","Regulation of actin cytoskeleton","19/292","235/10644",0.0808510638297872,2.94718740891868,5.06930596692154,2.47344370554036e-05,0.000727192449428866,0.000601437364189288,"19241/16412/67771/227753/18590/16410/12631/11848/22330/14673/16400/19353/17532/19046/17698/16403/18596/11465/232906",19
"Metabolism","Metabolism of terpenoids and polyketides","mmu00900","Terpenoid backbone biosynthesis","6/292","23/10644",0.260869565217391,9.5092316855271,6.86092840355379,2.75666466209036e-05,0.000736781282413242,0.000609367977935764,"208715/15357/110196/110606/14272/17855",6
"Metabolism","Global and overview maps","mmu01212","Fatty acid metabolism","9/292","62/10644",0.145161290322581,5.29142730888202,5.69147787394032,4.40352029702517e-05,0.00107886247277117,0.000892292270712996,"20250/106529/170439/14104/54325/56473/74205/15488/107476",9
"Human Diseases","Neurodegenerative disease","mmu05020","Prion disease","20/292","273/10644",0.0732600732600733,2.67048020472678,4.69595217332185,6.20395575331637e-05,0.00140304845498078,0.00116041601539764,"19122/22142/17705/12390/17716/17709/17706/15481/17711/227613/73710/17991/12861/67130/23996/19173/17710/19353/226519/17708",20
"Human Diseases","Cardiovascular disease","mmu05410","Hypertrophic cardiomyopathy","11/292","100/10644",0.11,4.00972602739726,5.07850156331333,8.87775208216381e-05,0.00176583376827233,0.00146046401887185,"13138/16412/11938/16410/108097/13405/16400/24052/16403/11465/20649",11
"Cellular Processes","Transport and catabolism","mmu04142","Lysosome","13/292","136/10644",0.0955882352941176,3.4843875906527,4.89711269748978,9.00935596057313e-05,0.00176583376827233,0.00146046401887185,"16783/54411/13033/74325/67963/17939/17113/18145/13030/11886/12512/17775/19156",13
"Human Diseases","Neurodegenerative disease","mmu05014","Amyotrophic lateral sclerosis","24/292","376/10644",0.0638297872340425,2.32672690177791,4.39889760595416,0.000104545791433293,0.00181699682336021,0.00150277932759115,"12048/22142/17705/17716/17709/269523/17706/17711/227613/54130/73710/17991/12861/67130/11750/23996/67443/19173/17710/19386/12359/19353/17708/11465",24
"Genetic Information Processing","Folding, sorting and degradation","mmu04141","Protein processing in endoplasmic reticulum","15/292","177/10644",0.0847457627118644,3.08915718597632,4.70714919106725,0.000105064442167087,0.00181699682336021,0.00150277932759115,"12955/56550/71853/269523/15481/14827/18453/140740/17155/20014/66256/22027/227619/12317/72265",15
"Human Diseases","Neurodegenerative disease","mmu05010","Alzheimer disease","24/292","389/10644",0.0616966580976864,2.24896996161566,4.21473512842138,0.000175686568786382,0.00286954729017757,0.00237330978886867,"20168/22142/17705/11820/17716/17709/226548/17706/15925/17711/227613/68585/30791/73710/17991/12861/67130/11938/23996/19173/17710/56175/17708/16974",24
