"Gene"
"Cldn19"
"Cpe"
"Grik3"
"Igfbp7"
"Inpp5f"
"Kcna2"
"Mag"
"Mbp"
"Mmp15"
"Nbl1"
"Nkain2"
"Ppl"
"Rap1gap"
"S100b"
"Sdc3"
"Sdk2"
"Sema7a"
"Slc7a2"
"Tle2"
"Tns1"
"Txnip"
