"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","mmu04064","NF-kappa B signaling pathway","30/694","107/10644",0.280373831775701,4.30014274556277,9.06079594999948,3.82480105426633e-12,1.26218434790789e-09,9.26004465769742e-10,"14825/15894/17873/19225/12044/13197/18035/20310/21929/11796/17096/22637/17060/19698/16818/18034/108723/21898/16176/12042/12675/18761/16177/50930/18033/18792/21947/245527/18751/23882",30
"Environmental Information Processing","Signal transduction","mmu04668","TNF signaling pathway","31/694","118/10644",0.26271186440678,4.0292580471841,8.73867961183139,1.08774182600622e-11,1.79477401291026e-09,1.31674010516542e-09,"14825/15894/20339/16193/19225/12702/18035/20293/12608/16477/26427/20310/21929/16182/16362/67457/26410/11796/12051/17392/231991/74568/16878/20297/26397/16176/12675/20311/29857/18033/21938",31
"Organismal Systems","Development and regeneration","mmu04380","Osteoclast differentiation","32/694","136/10644",0.235294117647059,3.60874724529581,8.08614735983948,1.17437110557712e-10,1.29180821613484e-08,9.47738085202592e-09,"246256/14283/18733/14284/12702/18035/232801/16477/320832/17969/17970/18019/17060/19698/16818/18034/16478/15980/232790/16176/16175/12675/20375/29857/14131/16177/17972/18033/12703/15979/16822/14282",32
"Environmental Information Processing","Signaling molecules and interaction","mmu04060","Cytokine-cytokine receptor interaction","49/694","294/10644",0.166666666666667,2.55619596541787,7.14608209751005,8.34036327333939e-10,6.880799700505e-08,5.04811461281068e-08,"12765/12985/227288/14825/16178/12986/16193/12156/27279/18413/20293/12771/20310/16174/16182/16181/16180/107527/56744/12983/12767/320100/56708/16196/16162/16878/58181/20297/16185/15980/12163/16176/16175/16172/16190/20311/238057/16177/16194/12803/50930/15979/16323/21938/21947/245527/269275/11479/16156",49
"Human Diseases","Infectious disease: bacterial","mmu05152","Tuberculosis","35/694","180/10644",0.194444444444444,2.98222862632085,7.08339330583002,3.94147087776376e-09,2.60137077932408e-07,1.90850168818035e-07,"246256/56619/16193/12608/12265/13063/12795/13115/24088/271457/12796/192656/170780/15510/20698/15980/21898/15526/16176/16175/18779/12042/15001/15000/56644/12323/29857/14131/12721/114143/18033/15979/108960/13040/21897",35
"Human Diseases","Infectious disease: parasitic","mmu05145","Toxoplasmosis","26/694","109/10644",0.238532110091743,3.65840890463475,7.36746341483794,4.8314835984217e-09,2.65731597913193e-07,1.94954601339823e-07,"18035/12265/13063/24088/16835/11796/104709/11689/26397/18036/15980/21898/14679/12675/320207/105675/15001/15000/329581/29857/18033/12703/15979/16780/21947/15481",26
"Human Diseases","Infectious disease: parasitic","mmu05140","Leishmaniasis","20/694","70/10644",0.285714285714286,4.38205022643063,7.49738211513081,1.07435082322422e-08,4.47089279626815e-07,3.28008083936739e-07,"246256/19225/18035/17969/17970/24088/17357/18036/15980/21898/16176/16175/15001/15000/29857/14131/17972/18033/15979/18751",20
"Organismal Systems","Immune system","mmu04657","IL-17 signaling pathway","24/694","98/10644",0.244897959183673,3.75604305122625,7.23861331826182,1.08385279909531e-08,4.47089279626815e-07,3.28008083936739e-07,"12985/14825/14283/16193/19225/20201/18035/20293/12608/20310/21929/16819/17392/16478/74180/56489/20297/16176/16172/12675/20311/29857/18033/14282",24
"Organismal Systems","Immune system","mmu04659","Th17 cell differentiation","24/694","105/10644",0.228571428571429,3.5056401811445,6.81418434022051,4.58712010536311e-08,1.68194403863314e-06,1.23396213360645e-06,"16193/18035/16180/18019/22637/16818/14462/16185/18036/15980/16176/12675/16190/15001/15000/18761/15251/29857/16177/16194/18033/12503/15979/12502",24
"Organismal Systems","Immune system","mmu04625","C-type lectin receptor signaling pathway","24/694","112/10644",0.214285714285714,3.28653766982297,6.42439407153442,1.69290063969659e-07,5.58657211099874e-06,4.09860154873911e-06,"56619/16193/19225/18035/17474/216799/12795/16362/18019/12051/19698/17164/170780/18034/13655/56489/16176/12042/12675/56644/29857/56760/69810/18033",24
"Human Diseases","Cancer: overview","mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","20/694","88/10644",0.227272727272727,3.48572177102436,6.18364269776527,6.68284191468388e-07,2.00485257440516e-05,1.47086472763377e-05,"18035/381319/24088/18019/22637/16818/60533/26397/18036/15980/21898/12675/18761/15251/53314/29857/18033/12503/15979/12502",20
"Organismal Systems","Immune system","mmu04640","Hematopoietic cell lineage","20/694","94/10644",0.212765957446809,3.26322889202281,5.82058186068837,2.02593012576157e-06,5.5713078458443e-05,4.08740288530842e-05,"12985/16178/12986/16193/13136/22042/16196/14128/16176/16175/16402/16190/15001/15000/16177/16194/12502/12481/14256/16156",20
"Organismal Systems","Immune system","mmu04658","Th1 and Th2 cell differentiation","19/694","88/10644",0.215909090909091,3.31143568247315,5.75007731995242,2.88805898346125e-06,7.33122665032471e-05,5.37857138620314e-05,"18035/18019/22637/16818/16162/14462/16185/18036/15980/12675/16190/15001/15000/18761/29857/18033/12503/15979/12502",19
