"Mouse_Symbol","Mouse_log2FC","Mouse_padj","Human_Symbol","Human_log2FC","Human_padj","Mouse_direction","Human_direction","concordance"
"Plekha4",0.185399523019998,1.64966442815034e-10,"PLEKHA4",-0.709758439471158,7.88266152741976e-17,"Up","Down","Discordant"
"Ctnnal1",0.251161487528039,1.13007133442015e-07,"CTNNAL1",-0.747383126515763,4.21869437456721e-18,"Up","Down","Discordant"
"Cldn19",0.174365934945207,6.58065136496937e-07,"CLDN19",-1.05113574276211,1.40518979547685e-06,"Up","Down","Discordant"
"Art3",-0.214049091617625,7.55722246773013e-06,"ART3",-0.927736762890254,0.00845234952386587,"Down","Down","Concordant"
"Tsc22d3",-0.407620436988261,1.98643993437111e-05,"TSC22D3",0.879953045600486,1.39651604335522e-10,"Down","Up","Discordant"
"Qk",-0.153756872412131,3.51300220413214e-05,"QKI",-0.324267583096405,0.000306334977383979,"Down","Down","Concordant"
"Gsn",-0.282735534643433,0.000255754795933055,"GSN",0.79472909308265,7.93104283439763e-96,"Down","Up","Discordant"
"Rapgef3",-0.173820483148536,0.00324573952505915,"RAPGEF3",1.51936733282159,0.00380906192252475,"Down","Up","Discordant"
"Rap1gap",-0.138814018349014,0.00630771133702704,"RAP1GAP",-1.5733321567949,2.47956796530849e-12,"Down","Down","Concordant"
"Megf9",-0.259428870537079,0.00646142528319979,"MEGF9",-0.607120665410814,1.0273138748287e-06,"Down","Down","Concordant"
"Tmod2",-0.260361629648141,0.00746083410296525,"TMOD2",-0.623925946502459,6.0734970363343e-10,"Down","Down","Concordant"
"Slc22a17",-0.195733961972176,0.0113591928002295,"SLC22A17",-0.37711557368047,0.00214895466958057,"Down","Down","Concordant"
"Aspa",-0.237982628890978,0.0148528833506214,"ASPA",-0.631192343753793,0.0019394896043679,"Down","Down","Concordant"
"Fmn2",0.21238648628922,0.0195562340339111,"FMN2",-1.59141658266337,0.0303865818092828,"Up","Down","Discordant"
