"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","mmu04064","NF-kappa B signaling pathway","30/695","107/10644",0.280373831775701,4.29395548981376,9.05077655397942,3.96766692210047e-12,1.30933008429315e-09,9.60593044298008e-10,"14825/15894/17873/19225/12044/13197/18035/20310/21929/11796/17096/22637/17060/19698/16818/18034/108723/21898/16176/12042/12675/18761/16177/50930/18033/18792/21947/245527/18751/23882",30
"Environmental Information Processing","Signal transduction","mmu04668","TNF signaling pathway","31/695","118/10644",0.26271186440678,4.02346055359103,8.72867544498807,1.12896745349757e-11,1.86279629827099e-09,1.36664481212864e-09,"14825/15894/20339/16193/19225/12702/18035/20293/12608/16477/26427/20310/21929/16182/16362/67457/26410/11796/12051/17392/231991/74568/16878/20297/26397/16176/12675/20311/29857/18033/21938",31
"Organismal Systems","Development and regeneration","mmu04380","Osteoclast differentiation","32/695","136/10644",0.235294117647059,3.60355480321625,8.07627063731951,1.21870016417647e-10,1.34057018059411e-08,9.83512413195044e-09,"246256/14283/18733/14284/12702/18035/232801/16477/320832/17969/17970/18019/17060/19698/16818/18034/16478/15980/232790/16176/16175/12675/20375/29857/14131/16177/17972/18033/12703/15979/16822/14282",32
"Environmental Information Processing","Signaling molecules and interaction","mmu04060","Cytokine-cytokine receptor interaction","49/695","294/10644",0.166666666666667,2.55251798561151,7.13468573582408,8.75881400925009e-10,7.22602155763133e-08,5.30138742665137e-08,"12765/12985/227288/14825/16178/12986/16193/12156/27279/18413/20293/12771/20310/16174/16182/16181/16180/107527/56744/12983/12767/320100/56708/16196/16162/16878/58181/20297/16185/15980/12163/16176/16175/16172/16190/20311/238057/16177/16194/12803/50930/15979/16323/21938/21947/245527/269275/11479/16156",49
"Human Diseases","Infectious disease: bacterial","mmu05152","Tuberculosis","35/695","180/10644",0.194444444444444,2.9779376498801,7.07350560993814,4.09238354318427e-09,2.70097313850162e-07,1.98157518933133e-07,"246256/56619/16193/12608/12265/13063/12795/13115/24088/271457/12796/192656/170780/15510/20698/15980/21898/15526/16176/16175/18779/12042/15001/15000/56644/12323/29857/14131/12721/114143/18033/15979/108960/13040/21897",35
"Human Diseases","Infectious disease: parasitic","mmu05145","Toxoplasmosis","26/695","109/10644",0.238532110091743,3.65314500693024,7.35854048851522,4.9794144365239e-09,2.73867794008814e-07,2.0092374042114e-07,"18035/12265/13063/24088/16835/11796/104709/11689/26397/18036/15980/21898/14679/12675/320207/105675/15001/15000/329581/29857/18033/12703/15979/16780/21947/15481",26
"Human Diseases","Infectious disease: parasitic","mmu05140","Leishmaniasis","20/695","70/10644",0.285714285714286,4.37574511819116,7.48917076302023,1.10095270626597e-08,4.59815042375025e-07,3.37344369206558e-07,"246256/19225/18035/17969/17970/24088/17357/18036/15980/21898/16176/16175/15001/15000/29857/14131/17972/18033/15979/18751",20
"Organismal Systems","Immune system","mmu04657","IL-17 signaling pathway","24/695","98/10644",0.244897959183673,3.75063867273528,7.22998534460621,1.11470313303036e-08,4.59815042375025e-07,3.37344369206558e-07,"12985/14825/14283/16193/19225/20201/18035/20293/12608/20310/21929/16819/17392/16478/74180/56489/20297/16176/16172/12675/20311/29857/18033/14282",24
"Organismal Systems","Immune system","mmu04659","Th17 cell differentiation","24/695","105/10644",0.228571428571429,3.50059609455293,6.80570646569304,4.71455863892421e-08,1.72867150093888e-06,1.26824384438897e-06,"16193/18035/16180/18019/22637/16818/14462/16185/18036/15980/16176/12675/16190/15001/15000/18761/15251/29857/16177/16194/18033/12503/15979/12502",24
"Organismal Systems","Immune system","mmu04625","C-type lectin receptor signaling pathway","24/695","112/10644",0.214285714285714,3.28180883864337,6.41604737589334,1.73878166363149e-07,5.73797948998391e-06,4.20968192247623e-06,"56619/16193/19225/18035/17474/216799/12795/16362/18019/12051/19698/17164/170780/18034/13655/56489/16176/12042/12675/56644/29857/56760/69810/18033",24
"Human Diseases","Cancer: overview","mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","20/695","88/10644",0.227272727272727,3.4807063440157,6.1759208363732,6.8367760459879e-07,2.05103281379637e-05,1.50474496705954e-05,"18035/381319/24088/18019/22637/16818/60533/26397/18036/15980/21898/12675/18761/15251/53314/29857/18033/12503/15979/12502",20
"Organismal Systems","Immune system","mmu04640","Hematopoietic cell lineage","20/695","94/10644",0.212765957446809,3.25853359865299,5.81298189839391,2.07143750662069e-06,5.6964531432069e-05,4.17921602212946e-05,"12985/16178/12986/16193/13136/22042/16196/14128/16176/16175/16402/16190/15001/15000/16177/16194/12502/12481/14256/16156",20
"Organismal Systems","Immune system","mmu04658","Th1 and Th2 cell differentiation","19/695","88/10644",0.215909090909091,3.30667102681491,5.74264571521346,2.95001644825175e-06,7.48850329171598e-05,5.49395775787775e-05,"18035/18019/22637/16818/16162/14462/16185/18036/15980/12675/16190/15001/15000/18761/29857/18033/12503/15979/12502",19
"Human Diseases","Cardiovascular disease","mmu05417","Lipid and atherosclerosis","33/695","217/10644",0.152073732718894,2.32902562742433,5.22779144306279,4.24318525963405e-06,9.88894223145781e-05,7.25504533727367e-05,"14825/15894/20339/16193/18035/20293/20310/13063/17969/20656/216799/17970/24088/54123/18019/16835/17096/17392/15510/56489/13665/26397/78943/21898/16176/12675/12323/29857/17972/18033/238055/21947/15481",33
"Environmental Information Processing","Signal transduction","mmu04010","MAPK signaling pathway","41/695","299/10644",0.137123745819398,2.10006496475061,5.09945070505425,4.49497374157173e-06,9.88894223145781e-05,7.25504533727367e-05,"17873/17869/13197/240672/12290/19252/13874/16180/16002/26410/11839/233046/15370/19417/19698/17164/26411/21802/18034/16478/20111/22339/26397/16176/16175/12675/19099/12531/16000/29857/216869/16177/19354/26404/13640/18033/58231/15481/18751/14256/23882",41
"Cellular Processes","Transport and catabolism","mmu04145","Phagosome","29/695","183/10644",0.158469945355191,2.42698431418799,5.1462734743106,7.13152306862822e-06,0.000145022151569451,0.000106395836877109,"246256/17969/17970/24088/22042/271457/545486/67951/21354/22151/227613/22145/170780/21898/11966/18779/16402/15001/15000/22146/56644/14131/12721/17972/17195/114143/14991/13040/17523",29
"Human Diseases","Immune disease","mmu05321","Inflammatory bowel disease","15/695","62/10644",0.241935483870968,3.70526804362961,5.64620947484138,7.47083811115352e-06,0.000145022151569451,0.000106395836877109,"16193/16174/16182/24088/16162/14462/15980/21898/16176/16175/16190/15001/15000/18033/15979",15
"Organismal Systems","Immune system","mmu04062","Chemokine signaling pathway","30/695","194/10644",0.154639175257732,2.36831565675295,5.08351060639849,8.22010025988961e-06,0.000150701838097976,0.000110562752033603,"12765/227288/14825/18035/20293/12771/14191/20310/17969/56744/17096/104709/14707/277360/12767/15162/56484/22376/20297/18036/14679/12675/320207/20311/14695/216869/19354/271849/18033/18751",30
"Human Diseases","Immune disease","mmu05323","Rheumatoid arthritis","18/695","87/10644",0.206896551724138,3.16864301662119,5.36799560444586,1.00910988930372e-05,0.000175266454458014,0.000128584639634269,"14825/15894/16193/20293/20310/24088/17392/22339/20297/21898/11966/16176/16175/15001/15000/20311/114143/16156",18
"Human Diseases","Infectious disease: viral","mmu05169","Epstein-Barr virus infection","33/695","229/10644",0.14410480349345,2.20698061638026,4.88003703066494,1.36328089436355e-05,0.000224941347569985,0.000165028739844008,"12575/15894/17873/17869/16193/12427/13197/18035/13063/21929/27401/24088/54123/21354/17096/12566/17060/19698/18034/56489/26397/18036/14128/12675/15001/15000/13557/29857/18033/12503/12502/14991/23882",33
"Human Diseases","Infectious disease: bacterial","mmu05135","Yersinia infection","23/695","136/10644",0.169117647058824,2.59005501481168,4.93237730658961,2.15757653195191e-05,0.000339047740735301,0.000248743159072151,"16193/54483/18035/20293/216799/18019/74192/268973/22637/16818/20111/22376/26397/21898/16176/16402/12675/29857/14131/19354/56212/18033/16822",23
"Human Diseases","Cancer: specific types","mmu05222","Small cell lung cancer","18/695","94/10644",0.191489361702128,2.93268023878769,4.9743051199933,3.06932288377503e-05,0.000460398432566255,0.000337772374769501,"12575/17873/17869/19225/13197/18035/13063/27401/11796/12566/12675/329581/13557/12829/66197/18033/16780/23882",18
"Environmental Information Processing","Signaling molecules and interaction","mmu04061","Viral protein interaction with cytokine and cytokine receptor","18/695","95/10644",0.189473684210526,2.90180992048467,4.92105232556282,3.56070428055629e-05,0.000510883657645033,0.000374810976900662,"12765/227288/14825/16193/20293/12771/20310/16174/16182/56744/12767/58181/20297/16185/20311/16194/50930/21938",18
"Organismal Systems","Immune system","mmu04621","NOD-like receptor signaling pathway","31/695","220/10644",0.140909090909091,2.15803793328973,4.58724190123507,3.85747208914095e-05,0.000530402412256881,0.00038913095636071,"14825/16193/101613/59027/54483/18035/20293/378425/20310/21929/216799/12796/54123/55991/11796/57436/268973/192656/56489/106512/12363/28240/18036/21898/16176/12675/29857/22166/18033/15951/383619",31
"Environmental Information Processing","Signal transduction","mmu04068","FoxO signaling pathway","22/695","133/10644",0.165413533834586,2.53332612105804,4.70297916294661,4.60259076914505e-05,0.000607541981527147,0.000445724579748784,"12575/17873/16193/20393/13197/13611/26556/20656/12795/27401/57436/12581/12566/384783/56484/12675/16000/29857/18534/58231/216439/23882",22
"Human Diseases","Infectious disease: viral","mmu05167","Kaposi sarcoma-associated herpesvirus infection","31/695","224/10644",0.138392857142857,2.11950154162384,4.47558246441423,5.47659133527155e-05,0.000695105823322928,0.000509965994782371,"12575/14825/15894/17869/16193/19225/18035/12771/20310/13063/22695/57781/54123/18019/17096/104709/14707/277360/17164/22339/56489/15162/12675/320207/13557/15251/14695/29857/18033/15979/14991",31
"Human Diseases","Infectious disease: viral","mmu05164","Influenza A","26/695","174/10644",0.149425287356322,2.28846440089308,4.52906366009343,5.93568373951758e-05,0.000725472457052149,0.000532244545843682,"15894/16193/12702/18035/20293/12265/13063/216799/54123/81489/56488/56489/13665/18036/15980/21898/16176/16175/12675/16647/269966/15001/15000/18033/15979/18751",26
"Human Diseases","Cancer: overview","mmu05202","Transcriptional misregulation in cancer","31/695","226/10644",0.13716814159292,2.10074489081301,4.42062259640031,6.49760115449677e-05,0.000765788707494262,0.000561822656215886,"12575/16178/17873/17869/16193/17349/12044/12427/13197/18124/12608/212980/80859/15405/19696/12395/11796/17392/18627/18791/15395/20471/16185/15396/20375/58208/16000/18033/18792/17523/23882",31
"Human Diseases","Infectious disease: bacterial","mmu05134","Legionellosis","13/695","60/10644",0.216666666666667,3.31827338129496,4.75937665635802,0.000103627099543301,0.00117920492583756,0.000865126420869665,"14825/16193/18035/20310/13063/24088/268973/15510/18034/21898/16176/18033/15481",13
"Cellular Processes","Transport and catabolism","mmu04148","Efferocytosis","24/695","163/10644",0.147239263803681,2.25498521428256,4.26742373920287,0.000142757979204069,0.00157033777124476,0.00115208193743635,"19225/20393/11846/240672/12608/12642/11847/320832/243958/192187/271457/55991/18019/71345/17164/11689/214058/20698/18442/18263/12323/15251/29857/56696",24
"Human Diseases","Cancer: specific types","mmu05215","Prostate cancer","18/695","107/10644",0.168224299065421,2.57637329388825,4.33138896161885,0.00017779681033644,0.0018926757229363,0.00138856592113349,"12575/16178/18035/26427/18095/17392/12566/231991/21802/18791/20509/12675/52466/13557/16000/18033/23920/18792",18
"Human Diseases","Substance dependence","mmu05030","Cocaine addiction","11/695","48/10644",0.229166666666667,3.50971223021583,4.60583407931068,0.000207019813815614,0.00213489182997352,0.00156626832821024,"26427/14814/13385/231991/214084/14800/14679/12569/18033/13489/14282",11
"Environmental Information Processing","Signal transduction","mmu04151","PI3K-Akt signaling pathway","42/695","368/10644",0.114130434782609,1.74791992492962,3.85923906840704,0.000268412805191087,0.00268412805191087,0.00196921675259809,"12985/12575/12986/17869/16193/20393/18413/26427/17210/13874/24088/16002/11839/104709/12566/14707/15370/231991/16196/53978/21802/22339/56484/16185/21898/16402/12675/16190/320207/12829/16000/14695/22628/16194/13640/67168/18033/18534/16780/78134/14256/12840",42
"Environmental Information Processing","Signal transduction","mmu04630","JAK-STAT signaling pathway","24/695","171/10644",0.140350877192982,2.14948882998864,4.00499498673758,0.000299714352264621,0.00290899224256838,0.00213418888609482,"12985/12575/12986/17869/16193/216233/18413/12702/18712/17210/12983/56708/16196/16162/16878/58181/16185/15980/16190/16194/12803/12703/15979/16156",24
"Human Diseases","Infectious disease: viral","mmu05168","Herpes simplex virus 1 infection","28/695","214/10644",0.130841121495327,2.00384589524642,3.92072604698642,0.000323262499462619,0.00304790356636184,0.00223610150004218,"16193/12702/18035/20293/13063/20383/18636/24088/54123/21354/11796/78781/20382/56489/13665/15980/19046/16176/16402/12675/15001/15000/231805/50930/18033/15979/20815/14991",28
"Organismal Systems","Immune system","mmu04610","Complement and coagulation cascades","16/695","94/10644",0.170212765957447,2.60682687892239,4.1356283415927,0.000349442081854604,0.0032032190836672,0.00235004908849587,"18793/21824/12273/18787/13136/14067/20704/12274/18788/18791/12263/12630/17195/625018/12061/18792",16
"Human Diseases","Infectious disease: bacterial","mmu05132","Salmonella infection","31/695","253/10644",0.122529644268775,1.87655472459977,3.72945474029491,0.000507480403427849,0.00452617657111325,0.00332063990863173,"17869/16193/18035/13063/216799/11852/24088/271457/545486/67951/74192/11796/22151/268973/227613/22145/192656/16574/74568/12363/26397/21898/16176/12675/22146/29857/22166/19264/56212/18033/622434",31
"Environmental Information Processing","Signal transduction","mmu04066","HIF-1 signaling pathway","18/695","117/10644",0.153846153846154,2.35617044825678,3.89842886447411,0.000551342880338261,0.00478797764504279,0.00351271087196122,"12575/16193/18787/22042/170768/15277/22339/16828/212032/15980/21898/12323/15251/16000/16194/18033/15979/18751",18
"Human Diseases","Infectious disease: viral","mmu05166","Human T-cell leukemia virus 1 infection","30/695","247/10644",0.121457489878543,1.86013456441325,3.61489404769467,0.000719060994024758,0.00608436225713257,0.00446380644063952,"12575/16178/15894/14283/17869/16193/12427/18035/26427/23872/22695/18019/12566/19698/231991/16818/18034/16185/19384/17702/12675/20375/15001/15000/13557/16177/18033/12502/14991/14534",30
"Human Diseases","Endocrine and metabolic disease","mmu04931","Insulin resistance","17/695","110/10644",0.154545454545455,2.36688031393067,3.80859587121653,0.000738074764727595,0.00608911680900266,0.00446729462861439,"16193/170826/12702/18035/26427/384783/231991/20111/244416/14584/19046/19246/11606/18761/18033/18534/18751",17
"Organismal Systems","Immune system","mmu04623","Cytosolic DNA-sensing pathway","14/695","82/10644",0.170731707317073,2.61477452184594,3.87954193811254,0.00077961634040708,0.00627496078864235,0.00460363949405978,"16193/54483/18035/216799/54123/74568/20016/56489/18036/16176/12675/18033/15951/383619",14
"Human Diseases","Endocrine and metabolic disease","mmu04930","Type II diabetes mellitus","10/695","48/10644",0.208333333333333,3.19064748201439,4.02028515737452,0.000894367340486904,0.00702717196096853,0.0051555009602002,"216233/12702/12290/15277/384783/212032/20927/16514/12703/378435",10
"Human Diseases","Infectious disease: viral","mmu05161","Hepatitis B","22/695","164/10644",0.134146341463415,2.05446569573609,3.59673512620242,0.000979825455440725,0.00741238479256533,0.00543811324494426,"12575/17869/16193/12427/18035/26427/13063/24088/54123/18019/12566/231991/13205/13655/56489/26397/21898/12675/13557/29857/18033/18751",22
"Human Diseases","Infectious disease: parasitic","mmu05142","Chagas disease","16/695","103/10644",0.155339805825243,2.37904588950199,3.71698785217317,0.000988317972342044,0.00741238479256533,0.00543811324494426,"16193/18035/20293/18787/24088/11421/15980/21898/14679/16176/12675/29857/18033/12503/15979/12502",16
"Organismal Systems","Immune system","mmu04666","Fc gamma R-mediated phagocytosis","15/695","94/10644",0.159574468085106,2.44390019898974,3.71628995239239,0.00106176398381186,0.0077862692146203,0.00571241441582988,"246256/17969/74192/17096/17357/22323/15162/22376/20698/230837/16886/14131/19354/19264/18751",15
"Cellular Processes","Cell growth and death","mmu04210","Apoptosis","19/695","136/10644",0.139705882352941,2.13961066440965,3.53509138182076,0.00130604496532808,0.00928202047147708,0.00680977578449674,"17873/12044/13197/18035/13063/17210/16906/11796/22145/12983/16905/13665/78943/78688/12675/22146/18033/13040/23882",19
"Human Diseases","Infectious disease: bacterial","mmu05133","Pertussis","13/695","77/10644",0.168831168831169,2.58566756984023,3.69076480787378,0.00132198473381643,0.00928202047147708,0.00680977578449674,"16193/216799/16362/12263/21898/14679/16176/16175/16402/20311/29857/625018/18033",13
"Human Diseases","Cardiovascular disease","mmu05418","Fluid shear stress and atherosclerosis","20/695","149/10644",0.134228187919463,2.05571918304283,3.42992831699597,0.00162305142098089,0.0111343589840338,0.00816874821795142,"16178/15894/20339/20293/21824/17969/17970/19252/63873/20971/18791/22339/16176/16175/12675/29857/22166/16177/19354/18033",20
"Human Diseases","Infectious disease: parasitic","mmu05146","Amoebiasis","16/695","108/10644",0.148148148148148,2.26890487609912,3.50298099394112,0.00165328360672017,0.0111343589840338,0.00816874821795142,"14825/16178/16193/11846/20723/11847/20310/24088/271457/21898/16176/12829/16177/18033/16780/18751",16
"Human Diseases","Drug resistance: antineoplastic","mmu01523","Antifolate resistance","7/695","28/10644",0.25,3.82877697841727,3.96124758644734,0.00173382163796472,0.0114432228105672,0.00839534687856602,"16193/76408/20509/16176/12675/52466/18033",7
"Human Diseases","Endocrine and metabolic disease","mmu04933","AGE-RAGE signaling pathway in diabetic complications","15/695","101/10644",0.148514851485149,2.27452097727758,3.40142022302983,0.00222497158132656,0.0142284636373791,0.0104387452523036,"15894/20339/16193/20293/21824/18712/18787/22339/16176/16175/11606/12829/29857/18033/18751",15
"Organismal Systems","Endocrine system","mmu04920","Adipocytokine signaling pathway","12/695","72/10644",0.166666666666667,2.55251798561151,3.49348617567894,0.00224206093679913,0.0142284636373791,0.0104387452523036,"12702/18035/14081/384783/18036/12675/50790/18761/72674/18033/18534/21938",12
"Organismal Systems","Immune system","mmu04660","T cell receptor signaling pathway","17/695","122/10644",0.139344262295082,2.13407241419979,3.32970893183697,0.00236306823389945,0.0145930316336705,0.0107062114058827,"18035/18019/26410/22637/16818/108723/18036/12042/12675/18761/29857/19264/18033/12503/12502/16822/21947",17
"Organismal Systems","Immune system","mmu04613","Neutrophil extracellular trap formation","25/695","209/10644",0.119617224880383,1.83195070737668,3.21040061288756,0.00238795063096427,0.0145930316336705,0.0107062114058827,"246256/18602/14289/64008/14293/12273/17969/17970/24088/12796/70315/12363/170744/21898/107435/20345/105675/56644/29857/14131/17972/19354/18033/18751/17523",25
"Human Diseases","Infectious disease: viral","mmu05163","Human cytomegalovirus infection","29/695","256/10644",0.11328125,1.73491456834532,3.14576000601135,0.00256903878052021,0.0154142326831213,0.0113086874549215,"12765/12575/17869/16193/19225/18035/20293/12771/26427/13063/21354/18019/14707/12767/231991/22339/14679/16176/12675/13557/14695/29857/16177/14674/16194/19354/18033/14991/18751",29
"Metabolism","Global and overview maps","mmu01250","Biosynthesis of nucleotide sugars","8/695","38/10644",0.210526315789474,3.22423324498296,3.6302040134628,0.00269310994396105,0.0158701121697704,0.0116431444945684,"107652/15277/22235/212032/14584/54342/227620/94181",8
