"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Infectious disease: viral","mmu05162","Measles","19/695","145/10644",0.131034482758621,2.00680724386008,3.2261984839676,0.00277262141400937,0.0160520187126858,0.0117766006504553,"16193/18035/13063/21929/24088/54123/12566/170780/56489/13665/16185/18036/21898/16176/16175/12675/18033/12502/15481",19
"Organismal Systems","Immune system","mmu04662","B cell receptor signaling pathway","13/695","84/10644",0.154761904761905,2.37019527235355,3.33215247994966,0.00295888265468356,0.0168350220007858,0.012351052823543,"18733/18035/232801/18019/17096/17060/108723/18036/12042/12675/19354/18033/18751",13
"Metabolism","Glycan biosynthesis and metabolism","mmu00520","Amino sugar and nucleotide sugar metabolism","8/695","39/10644",0.205128205128205,3.14156059767571,3.54113148491795,0.00319824885930633,0.0178885105690015,0.0131239471479118,"107652/15277/22235/212032/14584/54342/71884/227620",8
"Organismal Systems","Endocrine system","mmu04928","Parathyroid hormone synthesis, secretion and action","16/695","116/10644",0.137931034482759,2.11242867774746,3.18392589138371,0.0034753632050891,0.01911449762799,0.014023395388956,"12575/240047/20393/26427/15200/13115/231991/18227/16478/18578/14462/14679/14531/216869/14674/18751",16
"Cellular Processes","Cell growth and death","mmu04218","Cellular senescence","22/695","183/10644",0.120218579234973,1.84116051421158,3.0335596536587,0.00398518629729757,0.0215592045591508,0.0158169602826306,"12575/17873/17869/16193/12427/13197/18787/15259/18019/12566/63873/17164/56484/26397/19046/16175/13557/29857/18033/14991/23882/54354",22
"Human Diseases","Endocrine and metabolic disease","mmu04936","Alcoholic liver disease","18/695","141/10644",0.127659574468085,1.9551201591918,3.01748835737108,0.00468229885295605,0.0249219132496048,0.0182840192899812,"14825/16193/18035/20310/12273/56489/56484/12263/26397/21898/16176/16172/12675/29857/72674/625018/18033/13106",18
"Environmental Information Processing","Signal transduction","mmu04350","TGF-beta signaling pathway","15/695","112/10644",0.133928571428571,2.05113052415211,2.95559519579088,0.00604734249680677,0.0316765559356545,0.0232395785173861,"17869/12156/22042/224109/20482/68010/15216/209268/12163/21815/238057/17130/16323/269275/11479",15
"Human Diseases","Cancer: specific types","mmu05223","Non-small cell lung cancer","11/695","72/10644",0.152777777777778,2.33980815347722,3.01484511330217,0.00665876465928614,0.0343342552744442,0.0251894057834838,"12575/17873/13197/16574/21802/56484/13557/58231/18751/23882/54354",11
"Organismal Systems","Immune system","mmu04620","Toll-like receptor signaling pathway","14/695","104/10644",0.134615384615385,2.06164914222468,2.87549154759691,0.00750694265565726,0.0381121704056446,0.0279610819562943,"16193/18035/24088/54123/26410/56489/26397/170744/21898/16176/12675/29857/18033/21897",14
"Human Diseases","Immune disease","mmu05340","Primary immunodeficiency","7/695","36/10644",0.194444444444444,2.9779376498801,3.14182369034121,0.00776051164072352,0.0388025582036176,0.0284675865608678,"12265/21354/22637/17060/16818/19264/21947",7
"Human Diseases","Infectious disease: bacterial","mmu05150","Staphylococcus aureus infection","17/695","138/10644",0.123188405797101,1.88664372849546,2.7707970043139,0.00838324536758714,0.0412906115119964,0.0302929526244311,"246256/15894/14289/94179/14293/12273/12796/12263/19204/20345/16664/15001/15000/12630/14131/17195/625018",17
"Cellular Processes","Cellular community - eukaryotes","mmu04540","Gap junction","12/695","86/10644",0.13953488372093,2.13699180190731,2.79801763909114,0.00971498341026063,0.0471462430203825,0.0345889502222902,"545486/67951/15559/22151/227613/14609/22145/14679/22146/104318/13489/18751",12
"Human Diseases","Cancer: specific types","mmu05212","Pancreatic cancer","11/695","76/10644",0.144736842105263,2.21666035592579,2.81328978218193,0.00997191793352232,0.0476917814211937,0.0349891857316573,"12575/17873/13197/21802/22339/12675/13557/19354/64143/18033/23882",11
"Organismal Systems","Sensory system","mmu04750","Inflammatory mediator regulation of TRP channels","16/695","130/10644",0.123076923076923,1.88493635860542,2.68308509500876,0.0104400476851407,0.0492173676585204,0.0361084356027423,"16180/15559/63873/14063/26397/18442/19046/16176/18761/12323/16000/29857/16177/11419/12061/18751",16
