"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007517","muscle organ development","4/12","385/25730",0.0103896103896104,22.2770562770563,9.08613614185519,2.2215710492207e-05,0.010730188167736,0.00533177051812967,"Tsc22d3/Cntf/Arid5b/Egr2",4
