"Gene"
"Aacs"
"Acly"
"Adcy1"
"Apod"
"Appbp2"
"Arid5b"
"Clmn"
"Cxxc5"
"Dtymk"
"Dusp15"
"Epb41l2"
"Etnppl"
"Fam57a"
"Fdps"
"Fkbp3"
"Flnb"
"Fnbp1"
"Fndc1"
"Frmd3"
"Fxyd1"
"Gas2l3"
"Gldn"
"Gls"
"Gsn"
"Hjurp"
"Hmgcr"
"Hmgcs1"
"Hmgcs2"
"Insig1"
"Ip6k2"
"Jam3"
"Kirrel"
"Lama4"
"Ldlr"
"Lox"
"Magi1"
"Man1a"
"Mapre3"
"Mast2"
"Mat2a"
"Micall2"
"Mlec"
"Mocs2"
"Mprip"
"Mt3"
"Myef2"
"Myo7a"
"Ncf2"
"Nphp3"
"Nr4a1"
"Ogn"
"P4ha1"
"Per1"
"Piezo2"
"Pik3r1"
"Plekhg2"
"Pofut1"
"Ptprm"
"Rai1"
"Rai14"
"Rhobtb3"
"S100b"
"Sdc3"
"Sema5a"
"Sema6c"
"Sept11"
"Sh3d19"
"Slamf9"
"Slc27a1"
"Slc3a2"
"Slc6a6"
"Slc9a9"
"Sorbs1"
"Sorcs1"
"Spag9"
"Sqle"
"Srrm1"
"Tada2a"
"Tns2"
"Vstm4"
