"gene","STRING_id"
"TAGLN","9606.ENSP00000376678"
"S100B","9606.ENSP00000291700"
"MBP","9606.ENSP00000380958"
"RNASE1","9606.ENSP00000381057"
"ADH1B","9606.ENSP00000306606"
"PTGDS","9606.ENSP00000360687"
"IGFBP7","9606.ENSP00000295666"
"ADIRF","9606.ENSP00000361083"
"MGP","9606.ENSP00000228938"
"PRELP","9606.ENSP00000343924"
"GPX3","9606.ENSP00000373477"
"PMP2","9606.ENSP00000256103"
"AQP1","9606.ENSP00000311165"
"TXNIP","9606.ENSP00000462521"
"COL1A1","9606.ENSP00000225964"
"METRN","9606.ENSP00000455068"
"CRLF1","9606.ENSP00000376188"
"MDK","9606.ENSP00000385451"
"MFAP5","9606.ENSP00000352455"
"SLC2A1","9606.ENSP00000416293"
"CXCL14","9606.ENSP00000337065"
"ACTA2","9606.ENSP00000224784"
"PLA2G2A","9606.ENSP00000383364"
"THBS1","9606.ENSP00000260356"
"CFD","9606.ENSP00000468253"
"COL3A1","9606.ENSP00000304408"
"COL14A1","9606.ENSP00000297848"
"GFRA3","9606.ENSP00000274721"
"SFRP2","9606.ENSP00000274063"
"CCN2","9606.ENSP00000356954"
"PCSK2","9606.ENSP00000262545"
"HSPB6","9606.ENSP00000004982"
"GAS6","9606.ENSP00000331831"
"HLA-DRB5","9606.ENSP00000364114"
"CRIM1","9606.ENSP00000280527"
"MME","9606.ENSP00000418525"
"GPM6A","9606.ENSP00000280187"
"TNNC1","9606.ENSP00000232975"
"RELN","9606.ENSP00000392423"
"CAPS","9606.ENSP00000498855"
"VWF","9606.ENSP00000261405"
"FBXO2","9606.ENSP00000346240"
"THNSL2","9606.ENSP00000327323"
"PODN","9606.ENSP00000379212"
"GAP43","9606.ENSP00000377372"
"CCL14","9606.ENSP00000479097"
"AKR1B1","9606.ENSP00000285930"
"RPS26","9606.ENSP00000348849"
"TMEM59L","9606.ENSP00000470879"
"CAV1","9606.ENSP00000339191"
"TSPAN8","9606.ENSP00000377003"
"SDC3","9606.ENSP00000344468"
"CFHR1","9606.ENSP00000314299"
"CHI3L1","9606.ENSP00000255409"
"CRIP1","9606.ENSP00000332449"
"CCDC3","9606.ENSP00000368102"
"TNS1","9606.ENSP00000171887"
"EHD2","9606.ENSP00000263277"
"FGF1","9606.ENSP00000480791"
"RCAN1","9606.ENSP00000370527"
"KCNJ10","9606.ENSP00000495557"
"SCUBE1","9606.ENSP00000354080"
"RGCC","9606.ENSP00000368664"
"PLD4","9606.ENSP00000438677"
"NBL1","9606.ENSP00000289749"
"CLDN5","9606.ENSP00000385477"
"C19orf33","9606.ENSP00000301246"
