"Mouse_Symbol","Mouse_log2FC","Mouse_padj","Human_Symbol","Human_log2FC","Human_padj","Mouse_direction","Human_direction","concordance"
"Ogn",0.411924281319623,3.51078819187394e-23,"OGN",-0.758361150274417,3.06053909211135e-06,"Up","Down","Discordant"
"Vwa1",0.280671578136841,1.06302354357237e-16,"VWA1",-0.428903634526047,5.92811829244541e-14,"Up","Down","Discordant"
"Sparc",0.347927996144305,2.68671927447089e-16,"SPARC",-0.74235848073811,1.37184003580368e-160,"Up","Down","Discordant"
"Mal",0.313581273009604,3.99547720668642e-15,"MAL",-0.639335732859642,1.5640247384449e-20,"Up","Down","Discordant"
"Prnp",0.368694439778589,3.27626214829162e-14,"PRNP",-0.294385360434167,0.0104156275004854,"Up","Down","Discordant"
"Tsc22d4",0.228796221896061,4.04312263229364e-12,"TSC22D4",-0.927039762834982,8.07676113809392e-26,"Up","Down","Discordant"
"Sema5a",0.251764951939548,4.57534447792369e-11,"SEMA5A",-0.657593659267854,0.00120468437514895,"Up","Down","Discordant"
"Cryab",0.295581884052774,8.74101622901231e-11,"CRYAB",-0.46740675499158,1.56353384178659e-21,"Up","Down","Discordant"
"Gldn",0.216660246275405,1.12715885368824e-10,"GLDN",-0.718047708873683,7.53175031938415e-05,"Up","Down","Discordant"
"Dag1",0.259104974665127,4.10935794684344e-10,"DAG1",-0.355510375777363,0.0143532295132145,"Up","Down","Discordant"
"Pmp22",0.372663107115888,4.12559293131115e-10,"PMP22",-0.579019896005548,2.70875008517136e-63,"Up","Down","Discordant"
"Cst3",0.359307153344486,1.02576028143278e-09,"CST3",-0.218818234737092,8.06606770719687e-09,"Up","Down","Discordant"
"Col1a2",0.262901111701855,3.17550847614692e-08,"COL1A2",-0.619075352501228,3.21595905018177e-50,"Up","Down","Discordant"
"Gpr37l1",0.252322982539377,2.43597949614948e-07,"GPR37L1",-0.659323954221469,3.87975475736906e-05,"Up","Down","Discordant"
"Tuba1a",0.216456158526197,4.04463892880434e-07,"TUBA1A",-0.401125854258027,6.23603614971874e-27,"Up","Down","Discordant"
"Sdc3",0.191361854849567,4.19228826108207e-07,"SDC3",-1.11597118728868,7.87048027946162e-23,"Up","Down","Discordant"
"Syt11",0.232875715895876,9.09494443611002e-07,"SYT11",-0.578582622205665,6.26635661478105e-06,"Up","Down","Discordant"
"Col1a1",0.191270699003445,1.56975070327188e-06,"COL1A1",-1.16644022107065,2.37264383302555e-67,"Up","Down","Discordant"
"Egr2",0.188811813134538,1.95519871063924e-06,"EGR2",-1.71791930381455,5.60790457273507e-09,"Up","Down","Discordant"
"Vim",0.249166551898242,3.11214995682893e-06,"VIM",-0.196078656164987,1.08598095396774e-19,"Up","Down","Discordant"
"Ctsd",0.149471954245984,3.99535808402861e-06,"CTSD",-0.297417002155947,1.27859126637274e-06,"Up","Down","Discordant"
"Dhrs3",0.196467455946369,4.05455263455358e-06,"DHRS3",-0.590060839925543,1.38584932643874e-12,"Up","Down","Discordant"
"Sema3b",0.177877528260163,5.59251404801848e-06,"SEMA3B",-0.561899242464846,5.82955515133992e-31,"Up","Down","Discordant"
"Bmp7",0.164890967419852,1.01573349776752e-05,"BMP7",-0.678296014551582,0.0314909920134245,"Up","Down","Discordant"
"Hspa8",0.156925614479299,1.98251068714032e-05,"HSPA8",-0.543620602493133,6.99785512556195e-11,"Up","Down","Discordant"
"Fscn1",0.191792817199546,4.04435172401066e-05,"FSCN1",-0.507846539763172,0.024799389603628,"Up","Down","Discordant"
"Sema7a",0.188650695963544,4.46256638939315e-05,"SEMA7A",-1.10889909263537,1.90014087016291e-13,"Up","Down","Discordant"
"Mag",0.109904189429943,9.89697350345715e-05,"MAG",-1.12752291704277,4.07386587248261e-05,"Up","Down","Discordant"
"Dynll1",0.160777668756227,0.000208476947367989,"DYNLL1",-0.398647144864116,1.34402568416086e-06,"Up","Down","Discordant"
"Cd81",0.184609743096915,0.000209180366970162,"CD81",-0.292010033594013,1.12146619213565e-13,"Up","Down","Discordant"
"Aldh1a1",0.362944093901081,0.000240465075939151,"ALDH1A1",-0.336274976047292,0.00201995951565405,"Up","Down","Discordant"
"Fads2",0.0776476931025359,0.000459175570857029,"FADS2",-0.804657702901354,1.1551494068818e-09,"Up","Down","Discordant"
"Tspan15",0.0952498582755759,0.000494992440901916,"TSPAN15",-0.731594240711631,4.91614320444834e-09,"Up","Down","Discordant"
"S100a10",0.139815770890746,0.000584731480130116,"S100A10",-0.30562781816426,5.30527125298169e-10,"Up","Down","Discordant"
"Tubb2b",0.255372437356617,0.000634074360732919,"TUBB2B",-0.520539363309464,9.78409655935679e-05,"Up","Down","Discordant"
"Akr1b3",0.240477644482372,0.00122135655662052,"AKR1B1",-1.14111473502291,1.20356348101105e-24,"Up","Down","Discordant"
"Olfml2b",0.165646588211551,0.0013208651888848,"OLFML2B",-0.902821901421579,4.74938750863285e-09,"Up","Down","Discordant"
"Cab39l",0.0390919601344992,0.00167212227380373,"CAB39L",-0.56689775407113,0.0499111030419749,"Up","Down","Discordant"
"Ncmap",0.152553351439863,0.00216661302921605,"NCMAP",-0.830372395189805,7.92302009619305e-09,"Up","Down","Discordant"
"Hsp90b1",0.124065882001751,0.00300700128426323,"HSP90B1",-0.660335557541809,8.37480216361675e-18,"Up","Down","Discordant"
"Spp1",0.232455484129206,0.00433738032505315,"SPP1",-0.989090463003995,2.2401037186967e-17,"Up","Down","Discordant"
"Paqr8",0.146102733456738,0.00543412535799179,"PAQR8",-0.974450764607794,1.45270406235891e-08,"Up","Down","Discordant"
"Serpine2",0.141976455173954,0.00628828591616407,"SERPINE2",-1.06719727249607,3.76123210227464e-13,"Up","Down","Discordant"
"Rhoa",0.115799533284542,0.00635017049513434,"RHOA",-0.265971953687863,0.00042560183834268,"Up","Down","Discordant"
"Dmd",0.102756714258975,0.00708659844956807,"DMD",-0.434702696761593,0.0201125529966235,"Up","Down","Discordant"
"Itm2c",0.122581766360871,0.0093385191084595,"ITM2C",-0.499022978356476,0.0262236242923218,"Up","Down","Discordant"
"Chst2",0.136370849934233,0.00944648965832872,"CHST2",-1.73159424071163,2.97735828111411e-09,"Up","Down","Discordant"
"Fxyd3",0.093130409456013,0.012173040980712,"FXYD3",-1.1029612683335,5.82839663589413e-06,"Up","Down","Discordant"
"Gpm6b",0.0794103734191767,0.014632493069608,"GPM6B",-0.299748453746233,3.88133464838745e-06,"Up","Down","Discordant"
"Sgcd",0.074350863229883,0.0168428172556563,"SGCD",-1.79299478537577,0.00403119161150782,"Up","Down","Discordant"
"Sesn3",0.120523845747264,0.0171569438009628,"SESN3",-0.572604716950474,9.66303777148772e-09,"Up","Down","Discordant"
"Afap1l2",0.0896136952928797,0.0183439606785295,"AFAP1L2",-0.518079970721635,0.0294892959194813,"Up","Down","Discordant"
"Fez1",0.122559694429149,0.0190449187728135,"FEZ1",-0.580408769867603,6.27560316531974e-05,"Up","Down","Discordant"
"Pdzd2",0.0626939091223222,0.0201453438495317,"PDZD2",-0.756979559131544,0.00401771736391226,"Up","Down","Discordant"
"Calr",0.072817576125583,0.0228164457655234,"CALR",-0.691043649900983,2.79972627775162e-18,"Up","Down","Discordant"
"Slc12a2",0.120846672728649,0.0294163967811007,"SLC12A2",-0.876329333692642,1.39885181493876e-05,"Up","Down","Discordant"
"Itga6",0.0362910719172613,0.0343510150748194,"ITGA6",-0.294607768599142,3.92976196997945e-06,"Up","Down","Discordant"
"Psap",0.0634436267685086,0.0366997801197647,"PSAP",-0.477285100980786,6.16371652592619e-47,"Up","Down","Discordant"
"Megf9",0.0633683550200461,0.0469706334819884,"MEGF9",-0.607120665410814,1.0273138748287e-06,"Up","Down","Discordant"
