"Mouse_Symbol","Mouse_log2FC","Mouse_padj","Human_Symbol","Human_log2FC","Human_padj","Mouse_direction","Human_direction","concordance"
"Ogn",0.643600383351915,2.85509721028569e-49,"OGN",-0.758361150274417,3.06053909211135e-06,"Up","Down","Discordant"
"Tsc22d3",0.648796005126079,1.73748129453364e-41,"TSC22D3",0.879953045600486,1.39651604335522e-10,"Up","Up","Concordant"
"Vwa1",0.499399986798604,7.7363043890302e-38,"VWA1",-0.428903634526047,5.92811829244541e-14,"Up","Down","Discordant"
"Prnp",0.386671374681794,2.03594097819809e-18,"PRNP",-0.294385360434167,0.0104156275004854,"Up","Down","Discordant"
"Sdc3",0.321631290190665,2.28868805106274e-17,"SDC3",-1.11597118728868,7.87048027946162e-23,"Up","Down","Discordant"
"Sparc",0.376227184249754,8.46734222470162e-17,"SPARC",-0.74235848073811,1.37184003580368e-160,"Up","Down","Discordant"
"Plekha4",-0.236857113104066,9.29972310065076e-16,"PLEKHA4",-0.709758439471158,7.88266152741976e-17,"Down","Down","Concordant"
"Gsn",0.293361349637723,1.52647520425595e-15,"GSN",0.79472909308265,7.93104283439763e-96,"Up","Up","Concordant"
"S100a6",0.248709372709431,3.94698010774831e-15,"S100A6",0.295483239760776,1.01272497407963e-16,"Up","Up","Concordant"
"Megf9",0.300049621822124,1.31871831077913e-14,"MEGF9",-0.607120665410814,1.0273138748287e-06,"Up","Down","Discordant"
"Aspa",0.263144524747303,1.205546841427e-13,"ASPA",-0.631192343753793,0.0019394896043679,"Up","Down","Discordant"
"Gas2l3",0.230374699383372,1.5818589787934e-13,"GAS2L3",-0.553256999453118,0.0151511480104318,"Up","Down","Discordant"
"Slc12a2",0.25419455298382,4.32672245415133e-13,"SLC12A2",-0.876329333692642,1.39885181493876e-05,"Up","Down","Discordant"
"Egr2",0.333622450841852,6.23208253691677e-13,"EGR2",-1.71791930381455,5.60790457273507e-09,"Up","Down","Discordant"
"Fmn2",-0.414035310851015,1.86481973777024e-12,"FMN2",-1.59141658266337,0.0303865818092828,"Down","Down","Concordant"
"Art3",0.270813055716027,3.7844425460426e-12,"ART3",-0.927736762890254,0.00845234952386587,"Up","Down","Discordant"
"Nbl1",0.30633114569292,4.70129274525315e-11,"NBL1",1.16396834909537,1.70066773906957e-17,"Up","Up","Concordant"
"Mal",0.162676172885628,5.28932617141456e-11,"MAL",-0.639335732859642,1.5640247384449e-20,"Up","Down","Discordant"
"Myl6",0.221560082770358,1.729480327794e-10,"MYL6",0.381870673997414,1.52908038656067e-09,"Up","Up","Concordant"
"S100b",0.253240591551119,4.23306679287569e-10,"S100B",-1.17486642236247,6.51557620758894e-229,"Up","Down","Discordant"
"Rhobtb3",0.200747315120018,5.30461466492878e-10,"RHOBTB3",-0.724138435792583,0.00165621606526567,"Up","Down","Discordant"
"Tuba1a",0.23392501656218,7.77997442068041e-10,"TUBA1A",-0.401125854258027,6.23603614971874e-27,"Up","Down","Discordant"
"Mfap5",0.167697255502259,1.70557206091528e-09,"MFAP5",1.81098965773897,3.53330478985158e-59,"Up","Up","Concordant"
"Col1a1",0.154749743384814,4.98919886258612e-09,"COL1A1",-1.16644022107065,2.37264383302555e-67,"Up","Down","Discordant"
"Dmd",0.154280568468562,1.23215186549574e-08,"DMD",-0.434702696761593,0.0201125529966235,"Up","Down","Discordant"
"Tsc22d4",0.162037292588918,3.90944001413936e-08,"TSC22D4",-0.927039762834982,8.07676113809392e-26,"Up","Down","Discordant"
"Cryab",0.17793970803183,1.2285901861152e-07,"CRYAB",-0.46740675499158,1.56353384178659e-21,"Up","Down","Discordant"
"Sbspon",0.172995650417619,1.7587247085877e-07,"SBSPON",-0.467999456140596,0.000335862255988385,"Up","Down","Discordant"
"Gpr37l1",0.247241156060426,4.60094752057008e-07,"GPR37L1",-0.659323954221469,3.87975475736906e-05,"Up","Down","Discordant"
"Gpm6b",0.159496874851466,7.99176376650485e-07,"GPM6B",-0.299748453746233,3.88133464838745e-06,"Up","Down","Discordant"
"Cab39l",0.068819057421138,1.09524188153488e-06,"CAB39L",-0.56689775407113,0.0499111030419749,"Up","Down","Discordant"
"Dhrs3",0.145453243100649,1.58450868345579e-06,"DHRS3",-0.590060839925543,1.38584932643874e-12,"Up","Down","Discordant"
"Nsmf",0.12932050215041,2.10065210443092e-06,"NSMF",0.830504151657788,0.0012458456605136,"Up","Up","Concordant"
"Pmp22",0.214266348137353,3.82681344822175e-06,"PMP22",-0.579019896005548,2.70875008517136e-63,"Up","Down","Discordant"
