"gene","p_val","avg_log2fc","pct.1","pct.2","p_val_adj"
"Clasp2",0.00975831769649738,-0.286839141893098,0.219,0.271,1
"Clasrp",0.00638988299903682,-0.0784260909329775,0.375,0.437,1
"Clcn4",0.00231977705140305,-0.181765755476724,0.077,0.108,1
"Clic4",0.00630840418434219,0.186406880793217,0.17,0.115,1
"Clip3",0.00361404778903288,-0.126231947322089,0.18,0.227,1
"Clk3",0.00945323673155219,0.185645716447711,0.118,0.075,1
"Clptm1",0.00353783156407818,-0.256534277413778,0.492,0.587,1
"Clstn1",0.00828368627228214,-0.128191358236777,0.936,0.965,1
"Cltb",0.000254433901556204,-0.184961904716958,0.239,0.301,1
"Cluap1",0.000213480377147716,-0.209112508287982,0.104,0.149,1
"Cmtm5",0.000860070597301133,-0.10849774496191,0.41,0.494,1
"Cnn3",0.00557880124944011,0.356009343801785,0.172,0.141,1
"Coasy",0.00741841613564757,0.153072186582387,0.155,0.094,1
"Col15a1",0.0019190718510957,0.288138049204601,0.194,0.127,1
"Col1a1",5.78411276149161e-07,-0.287600888575071,0.468,0.553,0.00868773736776039
"Col1a2",6.12497634654489e-10,-0.290134078687153,0.58,0.678,9.19971447251043e-06
"Col23a1",6.93923920540692e-07,-0.288439567672147,0.354,0.438,0.0104227372865212
"Col24a1",7.52513032975659e-06,-0.262640400454743,0.425,0.501,0.113027457552944
"Col26a1",0.00222776719586562,-0.150842566414378,0.213,0.265,1
"Col4a1",7.17831899649738e-06,-0.209814034582723,0.543,0.609,0.107818351327391
"Col4a2",1.30788391141309e-05,-0.291396734471389,0.837,0.895,0.196444163494247
"Col5a1",5.59864946482387e-06,-0.204823853863102,0.547,0.629,0.0840917149616545
"Col5a3",4.40080244723332e-06,-0.217653356969715,0.722,0.749,0.0661000527574445
"Col7a1",2.15752592072002e-08,-0.294276468691655,0.051,0.102,0.000324060393292147
"Col9a2",0.00110370107651907,-0.106618890242532,0.169,0.219,1
"Comt",0.00803882254940289,0.191567974823047,0.197,0.139,1
"Comtd1",0.00970211391339427,0.312521831099386,0.103,0.077,1
"Cops7b",0.00496181924843422,-0.0738563415983235,0.207,0.256,1
"Coq2",0.00357480095265545,0.258546809786786,0.112,0.066,1
"Cox5a",0.00636961269852349,0.124230782057116,0.125,0.07,1
"Cox8a",0.00480868649635034,-0.258222335311881,0.299,0.37,1
"Cpt1c",6.71704732933106e-05,-0.172908148264406,0.062,0.1,1
"Crebbp",0.00127892759310386,0.162951633924616,0.148,0.088,1
"Crebzf",0.00399312424765271,-0.340128869610981,0.374,0.426,1
"Crlf3",0.00672553336464631,0.183751402560852,0.135,0.087,1
"Crtc1",0.00215432562205824,-0.136322167382354,0.117,0.156,1
"Crtc3",0.00289191433134719,-0.103180733370692,0.178,0.225,1
"Cry2",0.0022837573013451,0.257788002035246,0.135,0.082,1
"Cryab",0.00610596690817338,-0.13280754575137,0.427,0.495,1
"Cspg4",8.76793828821672e-05,0.448498401249713,0.105,0.049,1
"Ctdsp2",0.000412855225713403,0.323557557602596,0.453,0.349,1
"Ctnnal1",0.00498549626276865,-0.106735031573566,0.719,0.763,1
"Ctsa",0.000117688108593149,0.36878916829387,0.2,0.121,1
"Cttn",0.0019854608036919,0.198480893283811,0.3,0.214,1
"Cyb5r1",0.00828517199525979,-0.256899850254005,0.233,0.3,1
"Cyld",0.00439047246316712,0.24600003106101,0.1,0.058,1
"Cyp4f13",0.00730399398168352,-0.22063786869903,0.146,0.212,1
"Cyth1",0.00309621917591515,-0.11530564645663,0.211,0.261,1
"Czib",0.00305282985692783,-0.0410317277891261,0.169,0.215,1
"Dab2ip",0.00715358431107715,-0.0844426865962884,0.32,0.374,1
"Dagla",0.00439086617319333,0.224436662469849,0.201,0.14,1
"Dbn1",1.01570104204258e-06,-0.248153423380328,0.323,0.414,0.0152558296514795
"Dbp",1.64090781521232e-08,0.640523566262328,0.206,0.097,0.00024646435384489
"Dclk2",0.00190543823185183,-0.109947799499144,0.184,0.233,1
"Ddit4",0.00299220093006807,-0.0386257534549872,0.311,0.418,1
"Ddx5",0.00349849966604467,0.339021942060119,0.153,0.122,1
"Depdc7",0.00558439996266811,0.346895834329513,0.104,0.076,1
"Dhh",5.48993977816979e-06,0.404579820860894,0.206,0.113,0.0824588954681102
"Diaph2",2.47546188871557e-05,-0.216731994241463,0.238,0.313,0.371814375685078
"Dnajc21",0.00350786722315943,-0.114568706373857,0.078,0.109,1
"Dnajc3",0.00172773350283817,-0.197431494466904,0.087,0.121,1
"Dnm1l",0.000646480253361648,-0.146569345908637,0.138,0.184,1
"Dock6",0.00146082446837058,-0.133805774047531,0.079,0.113,1
"Dock9",0.00166116194549357,0.175908333156968,0.798,0.799,1
"Dpysl4",0.000367521557362795,-0.226189138944469,0.11,0.154,1
"Drg1",0.00878786794089228,-0.151977066142636,0.116,0.149,1
"Dtd1",0.00432470760659946,-0.0976757791401702,0.087,0.118,1
"Dtnbp1",0.00216900118937379,-0.0825490515910944,0.099,0.137,1
"Dtymk",0.00190253919372707,-0.178802616969991,0.225,0.276,1
"Dusp6",0.00520979235156064,-0.423853742897024,0.305,0.355,1
"Dync1h1",0.000348952631298113,-0.138401489033755,0.431,0.512,1
"Ecscr",2.0511638248778e-05,-0.182725944248202,0.457,0.543,0.308084806496646
"Edf1",0.00317229887543655,-0.17582141092469,0.091,0.123,1
"Eef1a1",0.00355344529810588,0.263068995636221,0.112,0.066,1
"Efr3b",0.000405859505481321,-0.191908330980956,0.25,0.308,1
"Efs",0.00302220830304901,0.264765178964797,0.273,0.193,1
"Egln2",0.000339732860729051,0.347760078210161,0.127,0.069,1
"Elmod2",0.00644390623181321,-0.168462352035705,0.119,0.154,1
"Emc1",0.00980816604110703,0.172647411569278,0.184,0.128,1
"Emc10",0.00800944792256903,0.167157565647805,0.166,0.114,1
"Emc7",0.0082473897494262,-0.15408323310725,0.51,0.59,1
"Eml2",0.000988250403541063,-0.0800823107905937,0.168,0.219,1
"Emp1",0.00673197716701016,0.247999228354401,0.143,0.094,1
"Eno2",0.000698591418812789,-0.140752452230343,0.097,0.137,1
"Entpd7",0.00348446566493708,-0.133817322271677,0.168,0.21,1
"Entr1",0.00539085427277096,-0.0967928883209759,0.14,0.181,1
"Epb41l2",0.00569272574871806,-0.107919285396264,0.405,0.472,1
"Epb41l4b",0.000988627544769669,-0.202350404605401,0.897,0.892,1
"Epm2aip1",0.00307012767316608,0.267939481349918,0.136,0.085,1
"Eps8l1",1.08122564927631e-08,-0.377212405746639,0.164,0.247,0.000162400092521302
"Erf",0.00394714823230349,0.419879285366621,0.112,0.068,1
"Etfb",0.00936705727749726,-0.113439747047018,0.201,0.242,1
"Etnk1",0.00192423643451454,0.254688516108401,0.351,0.261,1
"Etnppl",2.55442375706378e-07,-0.237851238306745,0.183,0.263,0.00383674448310979
"Evi5",0.0018632993841934,-0.101824223417173,0.157,0.204,1
"Exoc5",0.00352735711890498,-0.112265687524372,0.128,0.167,1
"F3",0.00263377628578023,-0.418122714796239,0.261,0.319,1
"Fads6",0.00307909648699599,0.294766104732628,0.325,0.248,1
"Faim",0.00347725621285495,-0.176078443655259,0.115,0.151,1
"Fam171a1",0.00700414918474874,-0.132178888330186,0.184,0.255,1
"Fam234a",0.00357394023291215,0.291059885110172,0.664,0.609,1
"Fbh1",0.00809852558233923,0.264006326682033,0.106,0.066,1
"Fbln5",0.00324772936820805,-0.0583030740533432,0.158,0.203,1
"Fbn1",0.000712281864086534,-0.196722738075611,0.131,0.176,1
"Fbxl12",0.00191172963808112,0.302295485997532,0.139,0.085,1
"Fbxl19",0.00615563996960899,-0.158180492728587,0.159,0.197,1
"Fbxo27",0.00919946885107789,-0.103122637824529,0.074,0.1,1
"Fbxo7",0.00250108561427825,0.202749607536908,0.288,0.206,1
"Fgf1",0.00532077080650781,-0.203113566075872,0.244,0.289,1
"Fignl2",0.00878664638972606,0.231186640444809,0.103,0.063,1
"Filip1",0.00244019157769226,-0.109632112965742,0.31,0.37,1
"Fkbp2",0.00873583794827442,-0.121367420323211,0.213,0.257,1
"Fkbp8",9.71292552858139e-05,-0.129854074254397,0.22,0.289,1
"Flywch1",0.00688491485200446,-0.146817839122117,0.162,0.203,1
"Fnip2",0.00140153017665721,0.168048470318158,0.155,0.094,1
"Fntb",2.24842922040616e-07,-0.262981885971154,0.149,0.224,0.00337714068905005
"Foxo4",0.00639313721460058,0.277260187604232,0.108,0.066,1
"Foxred1",0.00449951752745318,-0.230169854022822,0.113,0.174,1
"Frmd3",0.000939947615688356,-0.136883676371028,0.326,0.392,1
"Frs2",0.00638208232974117,-0.112973617656211,0.104,0.138,1
"Fscn1",0.00413507204617447,-0.218887326946937,0.666,0.748,1
"Fth1",0.00193682952299765,-0.2309847511128,0.793,0.895,1
"Fundc1",0.00627543167373166,-0.139909270187967,0.131,0.167,1
"Fus",0.00777741253315331,0.224963895366287,0.336,0.263,1
"Fxyd3",1.88707286598928e-05,-0.15659819577081,0.134,0.192,0.283438344471589
"G3bp2",0.000121486122702572,-0.173714437372606,0.106,0.153,1
"G6pc3",0.00816773486603505,-0.0915841335164997,0.183,0.226,1
"Gaa",0.000999718460636714,-0.0851778960301366,0.159,0.21,1
"Galnt1",0.00340983864645386,-0.111712515830754,0.093,0.127,1
"Gar1",0.00155812360056842,-0.349935969390024,0.151,0.228,1
"Gask1b",0.00175568630045179,0.355651412845046,0.214,0.147,1
"Gatd3a",0.00574408803103155,-0.0280011499801419,0.084,0.115,1
"Gcn1",0.000869591235872035,-0.219307343464378,0.398,0.515,1
"Gdpd3",0.00875309055251053,-0.138480768459866,0.21,0.284,1
"Gjc3",0.000212710457791423,0.419362537853773,0.292,0.25,1
"Gldn",2.99106183802825e-05,-0.172691763199335,0.29,0.372,0.449257488071843
"Glod4",0.00705062655761765,-0.0847625977567741,0.155,0.196,1
"Glt8d1",0.00618035390540844,0.202345067043608,0.147,0.095,1
"Gng2",0.00110400670763424,-0.105593043548588,0.248,0.308,1
"Gnl2",5.83810504947112e-05,-0.24942306968663,0.228,0.34,0.876883378430563
"Gnptab",0.00779455653463657,-0.103408709007784,0.4,0.483,1
"Golga2",0.00227353349715902,-0.159497716048097,0.118,0.156,1
"Gpbp1l1",0.00747879947303977,-0.00932074213525436,0.147,0.187,1
"Gpr37l1",0.00303875122847005,0.230851756010309,0.253,0.182,1
"Gpsm2",0.00297190456317874,0.208425325419465,0.14,0.087,1
"Gpt",8.65004649214198e-06,-0.207296364390701,0.084,0.134,0.129923698311973
"Gpt2",0.00093128097179492,-0.185950795009393,0.185,0.235,1
"Gria3",0.00516977580089372,-0.166732544492037,0.095,0.127,1
"Grk2",0.00240528702909613,0.29684358563325,0.249,0.166,1
"Grk4",7.06114494619205e-05,-0.154714206619871,0.078,0.121,1
"Grk6",0.000816244751797795,-0.175409096316288,0.116,0.158,1
"Grn",0.00518780508953647,-0.188173876159678,0.085,0.115,1
"Gtf3c1",0.00146534303089148,-0.084616448288781,0.144,0.191,1
"Gtpbp2",0.00740561726388378,-0.175725557883671,0.167,0.206,1
"Guf1",0.00605076131877212,-0.11169052963079,0.077,0.105,1
"H2-K1",0.00167336074754281,0.249617739498635,0.286,0.206,1
"Heatr5b",0.00954447880563073,-0.132249008173843,0.087,0.139,1
"Hectd4",3.47455436206632e-06,-0.254058657249168,0.36,0.453,0.0521878065182361
"Hepacam",3.28418045587605e-05,-0.212845676109305,0.576,0.7,0.493283904472583
"Herpud1",0.00410316724481922,0.27015231909701,0.147,0.095,1
"Hexdc",0.00870901611834201,0.201410006965592,0.188,0.123,1
"Hint3",6.21612619915634e-05,-0.285576345352099,0.088,0.132,0.933662155113283
"Hmgb1",0.00112781496496011,0.386760288022836,0.134,0.098,1
"Hmgcs2",0.00142131366491388,0.267327806610071,0.514,0.484,1
"Hmgn3",1.33049095059124e-05,-0.205415022392476,0.177,0.245,0.199839740778804
"Hmgxb4",0.00490332794677183,-0.118373500000485,0.115,0.182,1
"Hsd17b14",0.00143770754439078,-0.0784675109151423,0.198,0.251,1
"Hsp90b1",0.00138010044591672,0.180362402994657,0.126,0.072,1
"Hspg2",0.00708502605668592,0.201456197775277,0.727,0.672,1
"Htra2",0.00485324084258171,-0.164315167835871,0.337,0.424,1
"Htt",9.68417497534111e-06,-0.207120793154788,0.213,0.29,0.145456308129624
"Ide",4.60362157365991e-06,-0.246583878808393,0.073,0.121,0.0691463960363719
"Idnk",0.00505235323639892,-0.150541091132737,0.119,0.154,1
"Ifi27",0.00248974341936514,0.330869152226034,0.131,0.097,1
"Ifit3",0.00274492884355144,0.270360226068189,0.112,0.065,1
"Ifrd1",0.000872874542379257,-0.176192402892448,0.104,0.143,1
"Igf1r",0.00277594164598145,0.206138370574237,0.227,0.156,1
"Igfbp5",0.00247600446083152,-0.246515902067963,0.529,0.63,1
"Igfbp6",0.000660848780926725,-0.301222216029342,0.501,0.598,1
"Igfbp7",0.00126397242013429,0.417985744780447,0.169,0.108,1
"Igsf9",0.00511518223205287,-0.197247905822844,0.157,0.228,1
"Ikbkb",0.000795475811921346,-0.20438749466268,0.105,0.146,1
"Il10rb",0.00128693063503207,0.2863174776974,0.119,0.068,1
"Ilk",0.00483689117458046,0.27933938414484,0.191,0.131,1
"Inpp5f",0.00833097936952902,0.0486375012684206,0.131,0.084,1
"Insr",0.00155791650086709,0.319122495436904,0.19,0.151,1
"Ints1",0.00548392555140078,-0.0962904162000382,0.161,0.203,1
"Ippk",0.00912993343056839,-0.077557062322994,0.103,0.134,1
"Iqce",0.000493485624032626,-0.169996797717253,0.075,0.111,1
"Iqgap2",2.84038735882453e-05,-0.271809280341148,0.192,0.254,0.426626181295444
"Irak1",0.00402826653876531,-0.0885126124409821,0.104,0.138,1
"Irs1",0.0018936902972445,0.358431420687466,0.144,0.089,1
"Irs2",0.000292141188484246,0.325629476820645,0.103,0.051,1
"Itga3",0.00231372896590102,-0.186063308295071,0.122,0.159,1
"Itga7",0.00308615959551592,-0.147320020972318,0.266,0.315,1
"Itm2b",0.000546413652148593,0.365420969962911,0.291,0.208,1
"Itpr1",0.000509019949982897,-0.179455205559138,0.09,0.129,1
"Itsn1",0.00193945587840002,-0.138855174439592,0.291,0.352,1
"Itsn2",0.00843202998777707,-0.115825198594549,0.287,0.373,1
"Iws1",0.000937260494079855,-0.202678954320021,0.119,0.16,1
"Jakmip2",9.33609998801409e-05,-0.199206814807514,0.103,0.149,1
"Jdp2",0.00259937215259387,-0.103965619970486,0.255,0.31,1
"Kansl1l",0.00376652773803628,0.241910529364797,0.139,0.087,1
"Kansl3",0.00768962002210331,-0.119615033702877,0.225,0.269,1
"Kat6a",0.00286734788936304,0.299052916616029,0.165,0.129,1
"Kat6b",3.76787894959319e-05,0.452255933521666,0.147,0.076,0.565935418228897
"Kcna1",9.65604229904301e-05,-0.314900731495233,0.605,0.691,1
"Kcna2",0.000500606489474141,0.222093164750375,0.74,0.668,1
"Kctd18",0.00113249089573023,-0.154606248448647,0.096,0.135,1
"Kdm7a",0.00913835642124469,0.311371852603309,0.145,0.1,1
"Khdc4",0.00226793981653329,-0.147596812819278,0.226,0.278,1
"Khsrp",0.00313179984061923,-0.106596203933665,0.161,0.205,1
"Kifc3",0.00013064724682906,-0.252100095950303,0.219,0.279,1
"Klf15",0.00324850163038537,-0.0440465963970145,0.214,0.268,1
"Klf16",0.00217341775242626,-0.151611502327901,0.073,0.105,1
"Klf9",0.000784896348223878,-0.142452436706344,0.161,0.212,1
"Klhdc3",0.008336257193312,-0.12715623431335,0.207,0.282,1
"Klhdc8b",0.00895987031108912,-0.104916537975117,0.366,0.419,1
"Krit1",0.000527365104757539,-0.191462391399092,0.134,0.181,1
"Lama4",0.000173677035768327,-0.19016644892322,0.193,0.253,1
"Lama5",2.3657263706833e-05,-0.24272567340998,0.16,0.219,0.355332100876632
"Lamc1",0.00233886920337034,-0.0943443259315719,0.249,0.306,1
"Lamp2",0.00908774287167418,0.250255947230719,0.106,0.066,1
"Lamtor5",0.00992748193137011,-0.156915745467462,0.146,0.209,1
"Lats2",0.00246190705900934,0.202823718432545,0.394,0.304,1
"Lctl",0.00884639753820665,-0.12130556341777,0.289,0.341,1
"Ldlr",0.0024790115983202,-0.145531566807788,0.426,0.515,1
"Lgals3",0.00909269776292101,0.222673591434985,0.197,0.141,1
"Lifr",0.0010296755644213,0.25138891387631,0.19,0.123,1
"Lims2",0.000100475198170732,-0.200937486572963,0.379,0.453,1
"Lox",3.24233293149892e-05,-0.272428802098521,0.137,0.192,0.486998406311138
"Lpcat2",0.0079435616867498,-0.103600633406822,0.074,0.101,1
"Lrch4",0.000514803084933964,-0.160561020714769,0.299,0.365,1
"Lrp1",0.000514384292915982,0.234314218777444,0.201,0.126,1
"Lrrk2",0.00170347162239586,-0.107915329388073,0.217,0.271,1
"Ltbp4",0.00302547007328886,0.368195230646318,0.217,0.154,1
"Lyst",0.00187770157782198,-0.19827517952456,0.168,0.214,1
"Lzts2",0.000537050498322937,0.234663422004927,0.623,0.604,1
"Lzts3",0.00784709327211826,-0.102621300346687,0.085,0.114,1
"Maf1",0.00304377733467132,-0.14691095474291,0.105,0.141,1
"Maged1",1.80396942159947e-05,0.509379705447348,0.164,0.088,0.27095620712424
"Man1a",1.46754239414215e-05,-0.223204988963009,0.133,0.19,0.220424867600151
"Map1b",0.00830477262677396,0.261401004036672,0.171,0.12,1
"Mapk1",0.00110979528141162,-0.1679939209617,0.128,0.171,1
"Mapk1ip1",0.00728872768792124,0.263833398105274,0.116,0.074,1
"Mapk8ip1",0.000407963771679267,-0.190454857155514,0.722,0.818,1
"Mapk8ip3",0.00243833904483322,-0.121389463662684,0.43,0.499,1
"Mapre3",5.60108247282842e-05,-0.165723179351003,0.611,0.68,0.841282587418829
"Mast3",0.00387169064855171,-0.0691545794686115,0.103,0.139,1
"Mbd3",0.00133263162090036,-0.134124109277545,0.081,0.116,1
"Mbip",0.00213039900934103,-0.167021592037725,0.099,0.135,1
"Mbnl2",0.00991902447604583,0.153182423186521,0.312,0.237,1
"Mboat2",0.0064132415795208,-0.111605895970207,0.084,0.114,1
"Mbp",0.000573814010234103,0.0949296284320988,0.992,0.984,1
