"Mouse_Symbol","Mouse_log2FC","Mouse_padj","Human_Symbol","Human_log2FC","Human_padj","Mouse_direction","Human_direction","concordance"
"Slc12a2",0.0610268072431257,0.00576326204550598,"SLC12A2",-0.876329333692642,1.39885181493876e-05,"Up","Down","Discordant"
"Mmp15",0.0872768373843424,0.00852616670221526,"MMP15",-1.14123848122026,1.13076662592336e-15,"Up","Down","Discordant"
"Tspan15",0.0342827292791894,0.00891815255411067,"TSPAN15",-0.731594240711631,4.91614320444834e-09,"Up","Down","Discordant"
"Mfap5",0.0848393549312867,0.0113148915515053,"MFAP5",1.81098965773897,3.53330478985158e-59,"Up","Up","Concordant"
"Bmp7",0.0583125879146522,0.0141545681660767,"BMP7",-0.678296014551582,0.0314909920134245,"Up","Down","Discordant"
"Qk",0.0347419527449944,0.0148322805751101,"QKI",-0.324267583096405,0.000306334977383979,"Up","Down","Discordant"
"Fxyd3",0.0579466482679536,0.0164818117294592,"FXYD3",-1.1029612683335,5.82839663589413e-06,"Up","Down","Discordant"
"Cldn19",-0.176505426549538,0.0275546403904154,"CLDN19",-1.05113574276211,1.40518979547685e-06,"Down","Down","Concordant"
"Vcl",0.0965939458385476,0.0324474561664675,"VCL",0.606909410377914,0.0209767908921726,"Up","Up","Concordant"
"Afap1l2",0.0617698406144696,0.0326569508379932,"AFAP1L2",-0.518079970721635,0.0294892959194813,"Up","Down","Discordant"
"Haghl",-0.0140276909751378,0.0332774176244807,"HAGHL",-1.22344733704131,0.000843942370831303,"Down","Down","Concordant"
"Tubb5",0.0927039853400818,0.0350223633003874,"TUBB",-0.401604046380523,1.55043962081433e-05,"Up","Down","Discordant"
"Nfasc",-0.188671702318425,0.0442265746848922,"NFASC",-1.01362960847548,0.00271788506408365,"Down","Down","Concordant"
