"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","neg_log10_padj"
"GO:0042883","cysteine transport",4,2,0.5,229.587301587302,21.3594030920288,2.79279964242622e-05,0.00322475265378814,"Nfe2l1,Slc1a1",2.49150359117276
"GO:0051156","glucose 6-phosphate metabolic process",31,3,0.0967741935483871,44.4362519201229,11.3042825154707,4.23611935193444e-05,0.0038615572197634,"Nfe2l1,Hkdc1,Hsd11b1",2.41323752549131
"GO:0045815","transcription initiation-coupled chromatin remodeling",57,3,0.0526315789473684,24.1670843776107,8.17926137231113,0.000264842208279052,0.0163823823121185,"Atad2b,Lcor,Zmpste24",1.78562294324859
"GO:0141137","positive regulation of gene expression, epigenetic",60,3,0.05,22.9587301587302,7.95445978199197,0.000308299632547128,0.0184129297783319,"Atad2b,Lcor,Zmpste24",1.73487710311308
"GO:0000101","sulfur amino acid transport",13,2,0.153846153846154,70.6422466422466,11.7332694001421,0.000358499958917157,0.0200297396401457,"Nfe2l1,Slc1a1",1.69832469591775
"GO:0010506","regulation of autophagy",319,5,0.0156739811912226,7.19709409364582,5.19958023942815,0.000658224303625508,0.0307583486852993,"Rock1,Atg13,Eif2ak1,Tmem39a,Zmpste24",1.51203698408884
"GO:0031397","negative regulation of protein ubiquitination",83,3,0.036144578313253,16.5966724039013,6.64770771722025,0.000798820203292243,0.0314444680023219,"Mad2l1,N4bp1,Bex4",1.50245574854588
"GO:0006352","DNA-templated transcription initiation",198,4,0.0202020202020202,9.27625460958794,5.45927305092493,0.000925100752227338,0.0356061000635055,"Atad2b,Lcor,Zmpste24,Tfb2m",1.44847559199979
"GO:1903321","negative regulation of protein modification by small protein conjugation or removal",94,3,0.0319148936170213,14.6545086119554,6.19474946784902,0.00114572998441059,0.041341756937482,"Mad2l1,N4bp1,Bex4",1.38361107071696
"GO:1901874","negative regulation of post-translational protein modification",98,3,0.0306122448979592,14.0563654033042,6.04852115932462,0.00129201521151542,0.0456687825784635,"Mad2l1,N4bp1,Bex4",1.34038056550057
"GO:0031396","regulation of protein ubiquitination",219,4,0.0182648401826484,8.38675074291512,5.12628397806505,0.00134219534267826,0.0460805854265753,"Rchy1,Mad2l1,N4bp1,Bex4",1.33648201209534
"GO:0097049","motor neuron apoptotic process",27,2,0.0740740740740741,34.0129335684891,8.01762531516717,0.00158186792620903,0.0507369490406305,"Rock1,Slc1a1",1.29467565171138
"GO:1903050","regulation of proteolysis involved in protein catabolic process",233,4,0.0171673819742489,7.88282580557259,4.92808075534304,0.00168403026454851,0.0523308246354438,"Rchy1,Disc1,N4bp1,Nfe2l1",1.28124242154161
"GO:0071577","zinc ion transmembrane transport",29,2,0.0689655172413793,31.6672140120416,7.7191255907454,0.00182461754830111,0.0544868550630608,"Slc1a1,Slc30a9",1.26370825849661
"GO:0051101","regulation of DNA binding",112,3,0.0267857142857143,12.2993197278912,5.59732665783123,0.00189470433742146,0.055620812074813,"Habp4,Id2,Zmpste24",1.25476267464058
"GO:0006829","zinc ion transport",31,2,0.0645161290322581,29.6241679467486,7.449438359354,0.00208392386403019,0.0589372753042049,"Slc1a1,Slc30a9",1.22960994564424
"GO:0006882","intracellular zinc ion homeostasis",31,2,0.0645161290322581,29.6241679467486,7.449438359354,0.00208392386403019,0.0589372753042049,"Slc1a1,Slc30a9",1.22960994564424
"GO:0046986","negative regulation of hemoglobin biosynthetic process",1,1,1,459.174603174603,21.4050135055926,0.00217782079646023,0.0589372753042049,"Eif2ak1",1.22960994564424
"GO:1903353","regulation of nucleus organization",1,1,1,459.174603174603,21.4050135055926,0.00217782079646023,0.0589372753042049,"Nfe2l1",1.22960994564424
"GO:2000730","regulation of termination of RNA polymerase I transcription",1,1,1,459.174603174603,21.4050135055926,0.00217782079646023,0.0589372753042049,"Zmpste24",1.22960994564424
"GO:0090128","regulation of synapse maturation",32,2,0.0625,28.6984126984127,7.32398081977022,0.00221974073352495,0.0591475530840802,"Rock1,Disc1",1.22806321729239
"GO:1903320","regulation of protein modification by small protein conjugation or removal",255,4,0.0156862745098039,7.20273887332711,4.64786187070959,0.0023367843273219,0.0613228856806291,"Rchy1,Mad2l1,N4bp1,Bex4",1.2123774166734
"GO:1901873","regulation of post-translational protein modification",260,4,0.0153846153846154,7.06422466422466,4.5888033861899,0.00250635297196444,0.0644759606297735,"Rchy1,Mad2l1,N4bp1,Bex4",1.19060217857193
"GO:0022411","cellular component disassembly",433,5,0.0115473441108545,5.30224714982221,4.21396733368482,0.00253138875451767,0.0644759606297735,"Rchy1,Atad2b,Fscn1,Tmem39a,Zmpste24",1.19060217857193
"GO:0007088","regulation of mitotic nuclear division",125,3,0.024,11.0201904761905,5.24503406454631,0.00258901286103523,0.0649879750045365,"Zw10,Mad2l1,Nfe2l1",1.18716699523876
"GO:0000132","establishment of mitotic spindle orientation",37,2,0.0540540540540541,24.8202488202488,6.77332727122274,0.00295974707757612,0.0711983602550256,"Zw10,Mad2l1",1.14753000833498
"GO:0040001","establishment of mitotic spindle localization",41,2,0.0487804878048781,22.3987611304685,6.40568428753735,0.00362379597214612,0.083685528316761,"Zw10,Mad2l1",1.07734963777223
"GO:2000677","regulation of transcription regulatory region DNA binding",42,2,0.0476190476190476,21.8654572940287,6.32186242576366,0.00379966797885289,0.0837320738104585,"Id2,Zmpste24",1.07710815239274
"GO:0051100","negative regulation of binding",148,3,0.0202702702702703,9.30759330759331,4.73365805155795,0.00416333862637267,0.0837320738104585,"Rock1,Habp4,Id2",1.07710815239274
"GO:0006356","regulation of transcription by RNA polymerase I",46,2,0.0434782608695652,19.9641131815045,6.01359275797717,0.00454207425088054,0.0845900279841409,"Sf3b1,Zmpste24",1.07268083136667
"GO:0051294","establishment of spindle orientation",46,2,0.0434782608695652,19.9641131815045,6.01359275797717,0.00454207425088054,0.0845900279841409,"Zw10,Mad2l1",1.07268083136667
"GO:0006997","nucleus organization",156,3,0.0192307692307692,8.83028083028083,4.58132184934952,0.00482104985847369,0.0888304080306004,"Habp4,Nfe2l1,Zmpste24",1.05143834301283
"GO:0006367","transcription initiation at RNA polymerase II promoter",159,3,0.0188679245283019,8.66367175801138,4.52698719329485,0.00508293954494292,0.0918026025971514,"Atad2b,Lcor,Zmpste24",1.03714500640704
"GO:0007093","mitotic cell cycle checkpoint signaling",160,3,0.01875,8.60952380952381,4.50919304165667,0.00517210754251264,0.0918026025971514,"Zw10,Mad2l1,Rfwd3",1.03714500640704
"GO:0051783","regulation of nuclear division",161,3,0.0186335403726708,8.55604850635907,4.49155353247712,0.00526221592152138,0.0918026025971514,"Zw10,Mad2l1,Nfe2l1",1.03714500640704
"GO:0043392","negative regulation of DNA binding",50,2,0.04,18.3669841269841,5.74198488702936,0.00534592483354154,0.0918026025971514,"Habp4,Id2",1.03714500640704
"GO:0060074","synapse maturation",51,2,0.0392156862745098,18.0068471833178,5.67896317536027,0.00555636028326451,0.0918026025971514,"Rock1,Disc1",1.03714500640704
"GO:0140053","mitochondrial gene expression",168,3,0.0178571428571429,8.19954648526077,4.37221522050876,0.00591953260130159,0.0918026025971514,"Mrps18b,Mrpl1,Tfb2m",1.03714500640704
"GO:0007094","mitotic spindle assembly checkpoint signaling",53,2,0.0377358490566038,17.3273435160228,5.55812948440741,0.00598848024129364,0.0918026025971514,"Zw10,Mad2l1",1.03714500640704
"GO:0071173","spindle assembly checkpoint signaling",53,2,0.0377358490566038,17.3273435160228,5.55812948440741,0.00598848024129364,0.0918026025971514,"Zw10,Mad2l1",1.03714500640704
"GO:1901976","regulation of cell cycle checkpoint",53,2,0.0377358490566038,17.3273435160228,5.55812948440741,0.00598848024129364,0.0918026025971514,"Mad2l1,Rfwd3",1.03714500640704
"GO:2000058","regulation of ubiquitin-dependent protein catabolic process",169,3,0.0177514792899408,8.15102845872077,4.3557320934551,0.00601726055987688,0.0918026025971514,"Rchy1,Disc1,N4bp1",1.03714500640704
"GO:0006383","transcription by RNA polymerase III",54,2,0.037037037037037,17.0064667842446,5.50015683199145,0.00621013116218715,0.0918026025971514,"Sf3b1,Polr3g",1.03714500640704
"GO:0033046","negative regulation of sister chromatid segregation",55,2,0.0363636363636364,16.6972582972583,5.4437150682741,0.00643548707494281,0.0918026025971514,"Zw10,Mad2l1",1.03714500640704
"GO:0033048","negative regulation of mitotic sister chromatid segregation",55,2,0.0363636363636364,16.6972582972583,5.4437150682741,0.00643548707494281,0.0918026025971514,"Zw10,Mad2l1",1.03714500640704
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition",55,2,0.0363636363636364,16.6972582972583,5.4437150682741,0.00643548707494281,0.0918026025971514,"Zw10,Mad2l1",1.03714500640704
"GO:0071174","mitotic spindle checkpoint signaling",55,2,0.0363636363636364,16.6972582972583,5.4437150682741,0.00643548707494281,0.0918026025971514,"Zw10,Mad2l1",1.03714500640704
"GO:2000816","negative regulation of mitotic sister chromatid separation",55,2,0.0363636363636364,16.6972582972583,5.4437150682741,0.00643548707494281,0.0918026025971514,"Zw10,Mad2l1",1.03714500640704
"GO:0015804","neutral amino acid transport",56,2,0.0357142857142857,16.3990929705215,5.38873604987755,0.00666453131896124,0.0919719256016688,"Nfe2l1,Slc1a1",1.03634472066505
"GO:0010508","positive regulation of autophagy",176,3,0.0170454545454545,7.82683982683983,4.24402769282833,0.00672848699546616,0.0919719256016688,"Rock1,Atg13,Eif2ak1",1.03634472066505
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle",57,2,0.0350877192982456,16.1113895850738,5.3351558228272,0.0068972472866224,0.0919719256016688,"Zw10,Mad2l1",1.03634472066505
"GO:1905819","negative regulation of chromosome separation",57,2,0.0350877192982456,16.1113895850738,5.3351558228272,0.0068972472866224,0.0919719256016688,"Zw10,Mad2l1",1.03634472066505
"GO:0030879","mammary gland development",178,3,0.0168539325842697,7.73889780631354,4.21323941819939,0.00694048677714523,0.0919719256016688,"Arhgap5,Id2,Orai1",1.03634472066505
"GO:0051098","regulation of binding",349,4,0.0114613180515759,5.26274616819029,3.74295722134102,0.00709153774139723,0.0930495709704546,"Rock1,Habp4,Id2,Zmpste24",1.03128562495765
"GO:0030010","establishment of cell polarity",181,3,0.0165745856353591,7.6106287818995,4.16794505091722,0.00726588215074195,0.0944757603374718,"Zw10,Mad2l1,Fscn1",1.02467960421074
"GO:0031577","spindle checkpoint signaling",59,2,0.0338983050847458,15.5652407855798,5.23195494905278,0.00737362822641529,0.0944757603374718,"Zw10,Mad2l1",1.02467960421074
"GO:0051985","negative regulation of chromosome segregation",59,2,0.0338983050847458,15.5652407855798,5.23195494905278,0.00737362822641529,0.0944757603374718,"Zw10,Mad2l1",1.02467960421074
"GO:1901990","regulation of mitotic cell cycle phase transition",354,4,0.0112994350282486,5.18841359519326,3.70426342067997,0.00744846976067124,0.0944757603374718,"Zw10,Mad2l1,Id2,Rfwd3",1.02467960421074
"GO:0051293","establishment of spindle localization",60,2,0.0333333333333333,15.3058201058201,5.18222455750323,0.0076172602468935,0.0944757603374718,"Zw10,Mad2l1",1.02467960421074
"GO:0006334","nucleosome assembly",62,2,0.032258064516129,14.8120839733743,5.08625280978818,0.00811532540308533,0.0944757603374718,"Atad2b,Tspyl4",1.02467960421074
