"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","neg_log10_padj"
"GO:0000244","spliceosomal tri-snRNP complex assembly",11,3,0.272727272727273,116.021390374332,18.5206544473626,2.02228592060493e-06,0.00155513787294519,"Prpf8,Tssc4,Usp4",2.80823110193942
"GO:0016255","attachment of GPI anchor to protein",5,2,0.4,170.164705882353,18.3624692762124,5.41974536934188e-05,0.00926174264227535,"Pigk,Pigu",2.0333072909941
"GO:0000387","spliceosomal snRNP assembly",37,3,0.0810810810810811,34.4928457869634,9.8953148111242,9.11519829478453e-05,0.0127447045248896,"Prpf8,Tssc4,Usp4",1.89467022882535
"GO:0001937","negative regulation of endothelial cell proliferation",48,3,0.0625,26.5882352941176,8.61232381651434,0.000199186318296508,0.0225299784979716,"Ccl12,Krit1,Tnmd",1.64723922275538
"GO:0008033","tRNA processing",128,4,0.03125,13.2941176470588,6.76650016037449,0.000239222729859128,0.0229952849077087,"Ftsj1,Nsun2,Pop5,Zbtb8os",1.63836120522109
"GO:0006470","protein dephosphorylation",146,4,0.0273972602739726,11.6551168412571,6.26515977158218,0.000394607088583685,0.0337169834578726,"Ppm1a,Mtm1,Ptpn9,Rngtt",1.47215128713751
"GO:0044793","host-mediated suppression of viral proces",14,2,0.142857142857143,60.7731092436975,10.8585983079349,0.00048649354310085,0.0374113534644553,"Ccl12,Nucks1",1.42699657965233
"GO:0022613","ribonucleoprotein complex biogenesis",452,6,0.0132743362831858,5.64705882352941,4.83354633280839,0.000680031099186203,0.0475403559340173,"Prpf8,Gcfc2,Tssc4,Usp4,Wdr46,Pop5",1.32293757103861
"GO:0008380","RNA splicing",464,6,0.0129310344827586,5.50101419878296,4.74437925898281,0.000779202750930777,0.0502615671653619,"Prpf8,Eftud2,Gcfc2,Tssc4,Usp4,Zbtb8os",1.29876397414659
"GO:0000375","RNA splicing, via transesterification reactions",315,5,0.0158730158730159,6.75256769374416,4.98302777838724,0.000882355210315196,0.0502615671653619,"Prpf8,Eftud2,Gcfc2,Tssc4,Usp4",1.29876397414659
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",315,5,0.0158730158730159,6.75256769374416,4.98302777838724,0.000882355210315196,0.0502615671653619,"Prpf8,Eftud2,Gcfc2,Tssc4,Usp4",1.29876397414659
"GO:0000398","mRNA splicing, via spliceosome",315,5,0.0158730158730159,6.75256769374416,4.98302777838724,0.000882355210315196,0.0502615671653619,"Prpf8,Eftud2,Gcfc2,Tssc4,Usp4",1.29876397414659
"GO:0022618","protein-RNA complex assembly",184,4,0.0217391304347826,9.24808184143222,5.44811494439355,0.000939185499425456,0.0515881177898697,"Prpf8,Gcfc2,Tssc4,Usp4",1.28745031722042
"GO:0010948","negative regulation of cell cycle process",330,5,0.0151515151515152,6.44563279857397,4.82942563573322,0.00108531810308314,0.0538668122911691,"Ccl12,Nsun2,Spdl1,Trim37,Rbl1",1.26867872420005
"GO:0006399","tRNA metabolic process",192,4,0.0208333333333333,8.86274509803921,5.30602930383969,0.00109946603741479,0.0538668122911691,"Ftsj1,Nsun2,Pop5,Zbtb8os",1.26867872420005
"GO:0071826","protein-RNA complex organization",193,4,0.0207253886010363,8.81682413898202,5.2888516565268,0.00112076592543395,0.0538668122911691,"Prpf8,Gcfc2,Tssc4,Usp4",1.26867872420005
"GO:0044827","host-mediated perturbation of viral genome replication",24,2,0.0833333333333333,35.4509803921569,8.19570320588502,0.00145328776850533,0.0638616167988913,"Ccl12,Nucks1",1.19476009052648
"GO:0060009","Sertoli cell development",26,2,0.0769230769230769,32.7239819004525,7.85540190737034,0.00170611611358549,0.0709190968295806,"Arid4b,Fndc3a",1.1492368038724
"GO:0000966","RNA 5'-end processing",28,2,0.0714285714285714,30.3865546218487,7.55156136671524,0.00197833644340578,0.0737820570706152,"Rngtt,Pop5",1.13204924065214
"GO:0016311","dephosphorylation",230,4,0.0173913043478261,7.39846547314578,4.72902841934307,0.00212918340319248,0.0737820570706152,"Ppm1a,Mtm1,Ptpn9,Rngtt",1.13204924065214
"GO:0006175","dATP biosynthetic process",1,1,1,425.411764705882,20.6012563865868,0.00235066371681414,0.0737820570706152,"Adk",1.13204924065214
"GO:0009202","deoxyribonucleoside triphosphate biosynthetic process",1,1,1,425.411764705882,20.6012563865868,0.00235066371681414,0.0737820570706152,"Adk",1.13204924065214
"GO:0009216","purine deoxyribonucleoside triphosphate biosynthetic process",1,1,1,425.411764705882,20.6012563865868,0.00235066371681414,0.0737820570706152,"Adk",1.13204924065214
"GO:0015805","S-adenosyl-L-methionine transport",1,1,1,425.411764705882,20.6012563865868,0.00235066371681414,0.0737820570706152,"Slc25a26",1.13204924065214
"GO:0038184","adenylate cyclase-activating G protein-coupled bile acid receptor signaling pathway",1,1,1,425.411764705882,20.6012563865868,0.00235066371681414,0.0737820570706152,"Gpbar1",1.13204924065214
"GO:0043921","host-mediated perturbation of viral transcription",1,1,1,425.411764705882,20.6012563865868,0.00235066371681414,0.0737820570706152,"Nucks1",1.13204924065214
"GO:1901962","S-adenosyl-L-methionine transmembrane transport",1,1,1,425.411764705882,20.6012563865868,0.00235066371681414,0.0737820570706152,"Slc25a26",1.13204924065214
"GO:1990543","mitochondrial S-adenosyl-L-methionine transmembrane transport",1,1,1,425.411764705882,20.6012563865868,0.00235066371681414,0.0737820570706152,"Slc25a26",1.13204924065214
"GO:1990968","modulation by host of RNA binding by virus",1,1,1,425.411764705882,20.6012563865868,0.00235066371681414,0.0737820570706152,"Nucks1",1.13204924065214
"GO:0016525","negative regulation of angiogenesis",118,3,0.0254237288135593,10.8155533399801,5.18611511812279,0.00273378464175644,0.0784351631253039,"Stard13,Krit1,Tnmd",1.10548919589103
"GO:0180046","GPI anchored protein biosynthesis",33,2,0.0606060606060606,25.7825311942959,6.91431677862437,0.00274253401190771,0.0784351631253039,"Pigk,Pigu",1.10548919589103
"GO:1902115","regulation of organelle assembly",247,4,0.0161943319838057,6.88925934746368,4.51200947087872,0.00275390039581691,0.0784351631253039,"Mtm1,Tapt1,Trim37,Pip4k2a",1.10548919589103
"GO:2000181","negative regulation of blood vessel morphogenesis",120,3,0.025,10.6352941176471,5.1340138467748,0.00286680686766498,0.0791877985870311,"Stard13,Krit1,Tnmd",1.1013417302103
"GO:0045786","negative regulation of cell cycle",413,5,0.0121065375302663,5.1502634952286,4.12355697015988,0.002887803564787,0.0791877985870311,"Ccl12,Nsun2,Spdl1,Trim37,Rbl1",1.1013417302103
"GO:1901343","negative regulation of vasculature development",121,3,0.0247933884297521,10.5473991249392,5.10842166465164,0.00293478837416175,0.0791877985870311,"Stard13,Krit1,Tnmd",1.1013417302103
"GO:0022616","DNA strand elongation",36,2,0.0555555555555556,23.6339869281046,6.59601293730554,0.00325751048983051,0.0843230879857788,"Nucks1,Pcna",1.07405349759373
"GO:0060008","Sertoli cell differentiation",36,2,0.0555555555555556,23.6339869281046,6.59601293730554,0.00325751048983051,0.0843230879857788,"Arid4b,Fndc3a",1.07405349759373
"GO:0043414","macromolecule methylation",126,3,0.0238095238095238,10.1288515406162,4.98480397605955,0.00328958730763766,0.0843230879857788,"Ftsj1,Nsun2,Slc25a26",1.07405349759373
"GO:0030488","tRNA methylation",39,2,0.0512820512820513,21.815987933635,6.31423974117433,0.00381409626830989,0.0946141945267841,"Ftsj1,Nsun2",1.02404370353257
"GO:1905037","autophagosome organization",136,3,0.0220588235294118,9.3840830449827,4.75715278146128,0.00407543178911761,0.0994922871692521,"Dnajc16,Mtm1,Pip4k2a",1.00221058528106
