"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","ko","Level3","Level2","Level1","neg_log10_padj"
"00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",30,2,0.0666666666666667,26.2888888888889,6.9936246775478,0.00257864331567036,0.211448751884969,"Pigk,Pigu","00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","Glycan biosynthesis and metabolism","Metabolism",0.67479487401233
"00562","Inositol phosphate metabolism",77,2,0.025974025974026,10.2424242424242,4.10399311036536,0.0161214113285927,0.478297681959475,"Mtm1,Pip4k2a","00562","Inositol phosphate metabolism","Carbohydrate metabolism","Metabolism",0.320301723904637
"04070","Phosphatidylinositol signaling system",96,2,0.0208333333333333,8.21527777777778,3.58059099487972,0.0243952874699262,0.478297681959475,"Mtm1,Pip4k2a","04070","Phosphatidylinositol signaling system","Signal transduction","Environmental Information Processing",0.320301723904637
"00450","Selenocompound metabolism",17,1,0.0588235294117647,23.1960784313725,4.61792562280077,0.0422782572115172,0.478297681959475,"Pstk","00450","Selenocompound metabolism","Metabolism of other amino acids","Metabolism",0.320301723904637
