"Mouse_Symbol","Mouse_log2FC","Mouse_padj","Human_Symbol","Human_log2FC","Human_padj","Mouse_direction","Human_direction","concordance"
"Dusp15",0.358578375804353,1.37787492955993e-52,"DUSP15",1.34448477075041,0.000183240813414026,"Up","Up","Concordant"
"Per1",0.492985046141943,1.4690455278015e-43,"PER1",0.614657911355589,0.030933662866666,"Up","Up","Concordant"
"Etnppl",0.702534786099968,9.94159660681345e-28,"ETNPPL",3.17168473836637,1.36280441409346e-06,"Up","Up","Concordant"
"Mat2a",0.347590293597761,1.068541254682e-25,"MAT2A",2.03602742581746,5.68684526512092e-17,"Up","Up","Concordant"
"Sec14l5",0.269794359424686,1.62122065677171e-19,"SEC14L5",1.58327555886197,0.00068014537123565,"Up","Up","Concordant"
"Ncf2",0.426378941356039,3.84383079884107e-18,"NCF2",2.94452359412225,1.759485916442e-09,"Up","Up","Concordant"
"Col1a1",0.353839979787682,4.46184029013813e-17,"COL1A1",-2.33093047101344,4.86690219674216e-12,"Up","Down","Discordant"
"Sptbn5",0.279052436095427,7.5132129100169e-17,"SPTBN5",2.38514777172604,1.09154521488196e-06,"Up","Up","Concordant"
"Otud7b",0.271521922954668,3.06024487699073e-16,"OTUD7B",1.43033784367623,9.5988887341034e-07,"Up","Up","Concordant"
"Cldn19",-0.25415672339727,3.1296174023515e-16,"CLDN19",1.49997021198936,0.0097889318302183,"Down","Up","Discordant"
"Gas2l3",0.288206211346012,1.64025534048308e-15,"GAS2L3",0.796413699156658,0.0173435712693783,"Up","Up","Concordant"
"Rhobtb3",0.256137143228437,1.44880144816968e-12,"RHOBTB3",1.08101008964996,2.97101651403888e-06,"Up","Up","Concordant"
"Tsc22d3",0.242429472362229,1.81137371898938e-12,"TSC22D3",1.28403787692541,2.60544727124652e-07,"Up","Up","Concordant"
"Vstm4",0.358781313999331,2.92973181333442e-12,"VSTM4",-0.786205197234893,0.00256629411903055,"Up","Down","Discordant"
"Plekha4",-0.202340503546775,4.32862879606425e-12,"PLEKHA4",0.978397890357331,1.5524597159828e-05,"Down","Up","Discordant"
"Wbp11",0.295009706950237,1.89991360719489e-11,"WBP11",0.635845926719241,6.27490327167346e-09,"Up","Up","Concordant"
"Ip6k2",0.248043136306551,2.34637687857363e-11,"IP6K2",0.407793156564496,0.0357117917319335,"Up","Up","Concordant"
