"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","mmu04064","NF-kappa B signaling pathway","30/673","107/10644",0.280373831775701,4.4343225340573,9.27565705640466,1.74356990624463e-12,5.73634499154482e-10,4.25798124472372e-10,"14825/15894/17873/19225/12044/13197/18035/20310/21929/11796/17096/22637/17060/19698/16818/18034/108723/21898/16176/12042/12675/18761/16177/50930/18033/18792/21947/245527/18751/23882",30
"Environmental Information Processing","Signal transduction","mmu04668","TNF signaling pathway","31/673","118/10644",0.26271186440678,4.15498526708137,8.95317063085373,4.90120367778076e-12,8.06248004994935e-10,5.98462764865861e-10,"14825/15894/20339/16193/19225/12702/18035/20293/12608/16477/26427/20310/21929/16182/16362/67457/26410/11796/12051/17392/231991/74568/16878/20297/26397/16176/12675/20311/29857/18033/21938",31
"Organismal Systems","Development and regeneration","mmu04380","Osteoclast differentiation","31/673","136/10644",0.227941176470588,3.60506074643825,7.94323629463013,2.51172120308075e-10,2.75452091937855e-08,2.04462918987626e-08,"246256/14283/18733/14284/12702/18035/232801/16477/320832/17969/18019/17060/19698/16818/18034/16478/15980/232790/16176/16175/12675/20375/29857/14131/16177/17972/18033/12703/15979/16822/14282",31
"Environmental Information Processing","Signaling molecules and interaction","mmu04060","Cytokine-cytokine receptor interaction","48/673","294/10644",0.163265306122449,2.58216332595445,7.14702018818284,9.11444983962063e-10,7.49663499308797e-08,5.56461148103154e-08,"12765/12985/227288/14825/16178/12986/16193/12156/27279/18413/20293/12771/20310/16174/16182/16181/16180/107527/56744/12983/12767/320100/56708/16196/16162/16878/58181/20297/16185/15980/12163/16176/16175/16172/16190/20311/238057/16177/16194/50930/15979/16323/21938/21947/245527/269275/11479/16156",48
"Human Diseases","Infectious disease: bacterial","mmu05152","Tuberculosis","35/673","180/10644",0.194444444444444,3.0752847944527,7.2951679740776,1.75813414373241e-09,1.15685226657593e-07,8.58709729149305e-08,"246256/56619/16193/12608/12265/13063/12795/13115/24088/271457/12796/192656/170780/15510/20698/15980/21898/15526/16176/16175/18779/12042/15001/15000/56644/12323/29857/14131/12721/114143/18033/15979/108960/13040/21897",35
"Human Diseases","Infectious disease: parasitic","mmu05145","Toxoplasmosis","26/673","109/10644",0.238532110091743,3.77256430879125,7.55871224434825,2.53066418054034e-09,1.38764752566295e-07,1.03002471909712e-07,"18035/12265/13063/24088/16835/11796/104709/11689/26397/18036/15980/21898/14679/12675/320207/105675/15001/15000/329581/29857/18033/12703/15979/16780/21947/15481",26
"Organismal Systems","Immune system","mmu04657","IL-17 signaling pathway","24/673","98/10644",0.244897959183673,3.87324498893168,7.42355648461671,5.93846573286521e-09,2.79107889444665e-07,2.07176548875899e-07,"12985/14825/14283/16193/19225/20201/18035/20293/12608/20310/21929/16819/17392/16478/74180/56489/20297/16176/16172/12675/20311/29857/18033/14282",24
"Organismal Systems","Immune system","mmu04659","Th17 cell differentiation","24/673","105/10644",0.228571428571429,3.61502865633623,6.99586797124194,2.54852388558813e-08,1.04808044794812e-06,7.77970449284796e-07,"16193/18035/16180/18019/22637/16818/14462/16185/18036/15980/16176/12675/16190/15001/15000/18761/15251/29857/16177/16194/18033/12503/15979/12502",24
"Human Diseases","Infectious disease: parasitic","mmu05140","Leishmaniasis","19/673","70/10644",0.271428571428571,4.29284652939928,7.18077075119317,3.83546710751907e-08,1.40207630930419e-06,1.04073493443792e-06,"246256/19225/18035/17969/24088/17357/18036/15980/21898/16176/16175/15001/15000/29857/14131/17972/18033/15979/18751",19
"Organismal Systems","Immune system","mmu04625","C-type lectin receptor signaling pathway","24/673","112/10644",0.214285714285714,3.38908936531522,6.60322637582555,9.53699998827578e-08,3.13767299614273e-06,2.3290357866105e-06,"56619/16193/19225/18035/17474/216799/12795/16362/18019/12051/19698/17164/170780/18034/13655/56489/16176/12042/12675/56644/29857/56760/69810/18033",24
